frame,x,y,z,rot
1,78.649,0,-41.855,-90
2,78.632,0,-41.855,-90
3,78.649,0,-41.909,-90
4,78.632,0,-41.909,-90
5,78.614,0,-41.909,-90
6,78.596,0,-41.909,-90
7,78.632,0,-41.964,-90
8,78.596,0,-41.982,-90
9,78.596,0,-42.018,-90
10,78.561,0,-42.055,-90
11,78.561,0,-42.091,-90
12,78.561,0,-42.127,-90
13,78.544,0,-42.145,-90
14,78.544,0,-42.182,-90
15,78.544,0,-42.218,-90
16,78.509,0,-42.255,-90
17,78.509,0,-42.291,-90
18,78.526,0,-42.364,-90
19,78.526,0,-42.382,-90
20,78.526,0,-42.418,-90
21,78.526,0,-42.455,-90
22,78.526,0,-42.491,-90
23,78.526,0,-42.527,-90
24,78.526,0,-42.545,-90
25,78.526,0,-42.582,-90
26,78.526,0,-42.618,-90
27,78.526,0,-42.655,-90
28,78.526,0,-42.691,-90
29,78.526,0,-42.709,-90
30,78.526,0,-42.727,-90
31,78.526,0,-42.764,-90
32,78.526,0,-42.8,-90
33,78.544,0,-42.836,-90
34,78.544,0,-42.855,-90
35,78.544,0,-42.873,-90
36,78.544,0,-42.909,-90
37,78.544,0,-42.945,-90
38,78.561,0,-42.982,-90
39,78.544,0,-42.964,-90
40,78.544,0,-43,-90
41,78.579,0,-43.036,-90
42,78.579,0,-43.073,-90
43,78.579,0,-43.109,-90
44,78.614,0,-43.145,-90
45,78.596,0,-43.127,-90
46,78.596,0,-43.164,-90
47,78.632,0,-43.2,-90
48,78.632,0,-43.236,-90
49,78.632,0,-43.273,-90
50,78.667,0,-43.309,-90
51,78.667,0,-43.318,-90
52,78.667,0,-43.327,-90
53,78.702,0,-43.345,-90
54,78.702,0,-43.373,-90
55,78.702,0,-43.4,-90
56,78.737,0,-43.418,-90
57,78.737,0,-43.427,-90
58,78.737,0,-43.436,-90
59,78.772,0,-43.491,-90
60,78.772,0,-43.509,-90
61,78.789,0,-43.518,-80
62,78.807,0,-43.527,-80
63,78.807,0,-43.582,-80
64,78.825,0,-43.591,-80
65,78.842,0,-43.6,-80
66,78.842,0,-43.618,-80
67,78.877,0,-43.673,-80
68,78.825,0,-43.636,-80
69,78.772,0,-43.655,-80
70,78.754,0,-43.673,-80
71,78.702,0,-43.691,-80
72,78.702,0,-43.709,-80
73,78.702,0,-43.727,-80
74,78.737,0,-43.745,-80
75,78.737,0,-43.764,-80
76,78.772,0,-43.782,-80
77,78.737,0,-43.727,-80
78,78.737,0,-43.709,-80
79,78.737,0,-43.691,-80
80,78.702,0,-43.673,-80
81,78.702,0,-43.655,-80
82,78.702,0,-43.636,-80
83,78.702,0,-43.636,-80
84,78.684,0,-43.618,-80
85,78.693,0,-43.627,-80
86,78.702,0,-43.636,-80
87,78.719,0,-43.655,-80
88,78.737,0,-43.673,-80
89,78.737,0,-43.618,-80
90,78.737,0,-43.6,-80
91,78.737,0,-43.582,0
92,78.754,0,-43.582,0
93,78.754,0,-43.527,0
94,78.754,0,-43.509,0
95,78.754,0,-43.491,0
96,78.772,0,-43.491,0
97,78.737,0,-43.4,0
98,78.719,0,-43.345,0
99,78.702,0,-43.291,0
100,78.667,0,-43.2,0
101,78.649,0,-43.145,0
102,78.632,0,-43.091,0
103,78.579,0,-43,0
104,78.526,0,-42.927,0
105,78.474,0,-42.873,0
106,78.421,0,-42.8,0
107,78.421,0,-42.764,0
108,78.404,0,-42.636,0
109,78.386,0,-42.527,0
110,78.404,0,-42.4,0
111,78.386,0,-42.291,0
112,78.421,0,-42.218,0
113,78.351,0,-42.127,0
114,78.316,0,-42.073,0
115,78.281,0,-42.036,0
116,78.246,0,-41.982,0
117,78.211,0,-41.891,0
118,78.175,0,-41.855,0
119,78.158,0,-41.8,0
120,78.123,0,-41.764,0
121,78.088,0,-41.673,-45
122,78.053,0,-41.618,-45
123,78.018,0,-41.582,-45
124,77.982,0,-41.527,-45
125,77.965,0,-41.491,-45
126,77.877,0,-41.455,-45
127,77.842,0,-41.418,-45
128,77.807,0,-41.382,-45
129,77.772,0,-41.345,-45
130,77.737,0,-41.309,-45
131,77.702,0,-41.273,-45
132,77.667,0,-41.236,-45
133,77.632,0,-41.2,-45
134,77.596,0,-41.164,-45
135,77.561,0,-41.127,-45
136,77.526,0,-41.091,-45
137,77.491,0,-41.055,-45
138,77.439,0,-41.036,-45
139,77.404,0,-41,-45
140,77.368,0,-40.964,-45
141,77.333,0,-40.927,-45
142,77.298,0,-40.891,-45
143,77.263,0,-40.855,-45
144,77.228,0,-40.818,-45
145,77.193,0,-40.782,-45
146,77.158,0,-40.745,-45
147,77.123,0,-40.709,-45
148,77.088,0,-40.673,-45
149,77.053,0,-40.636,-45
150,77.018,0,-40.655,-45
151,76.965,0,-40.582,-30
152,76.93,0,-40.545,-30
153,76.877,0,-40.509,-30
154,76.842,0,-40.473,-30
155,76.789,0,-40.455,-30
156,76.754,0,-40.418,-30
157,76.702,0,-40.382,-30
158,76.667,0,-40.345,-30
159,76.632,0,-40.327,-30
160,76.544,0,-40.273,-30
161,76.509,0,-40.236,-30
162,76.456,0,-40.2,-30
163,76.421,0,-40.164,-30
164,76.386,0,-40.127,-30
165,76.333,0,-40.127,-30
166,76.298,0,-40.073,-30
167,76.263,0,-40.036,-30
168,76.211,0,-40,-30
169,76.175,0,-39.964,-30
170,76.123,0,-39.964,-30
171,76.088,0,-39.927,-30
172,76.053,0,-39.891,-30
173,76,0,-39.836,-30
174,75.965,0,-39.8,-30
175,75.93,0,-39.764,-30
176,75.877,0,-39.764,-30
177,75.842,0,-39.727,-30
178,75.789,0,-39.691,-30
179,75.754,0,-39.655,-30
180,75.719,0,-39.6,-30
181,75.667,0,-39.6,0
182,75.632,0,-39.564,0
183,75.596,0,-39.527,0
184,75.544,0,-39.491,0
185,75.509,0,-39.455,0
186,75.474,0,-39.455,0
187,75.439,0,-39.436,0
188,75.404,0,-39.436,0
189,75.386,0,-39.436,0
190,75.368,0,-39.436,0
191,75.333,0,-39.436,0
192,75.316,0,-39.436,0
193,75.298,0,-39.436,0
194,75.281,0,-39.427,0
195,75.263,0,-39.418,0
196,75.228,0,-39.418,0
197,75.211,0,-39.418,0
198,75.193,0,-39.418,0
199,75.158,0,-39.418,0
200,75.14,0,-39.418,0
201,75.123,0,-39.418,0
202,75.105,0,-39.4,0
203,75.088,0,-39.382,0
204,75.053,0,-39.382,0
205,75.035,0,-39.382,0
206,75.018,0,-39.382,0
207,74.982,0,-39.364,0
208,74.965,0,-39.364,0
209,74.947,0,-39.364,0
210,74.912,0,-39.364,0
211,74.912,0,-39.382,45
212,74.842,0,-39.382,45
213,74.807,0,-39.418,45
214,74.772,0,-39.455,45
215,74.737,0,-39.509,45
216,74.667,0,-39.509,45
217,74.632,0,-39.545,45
218,74.596,0,-39.582,45
219,74.561,0,-39.636,45
220,74.509,0,-39.636,45
221,74.491,0,-39.673,45
222,74.491,0,-39.709,45
223,74.474,0,-39.709,45
224,74.474,0,-39.745,45
225,74.421,0,-39.782,45
226,74.421,0,-39.818,45
227,74.404,0,-39.818,45
228,74.404,0,-39.855,45
229,74.386,0,-39.891,45
230,74.386,0,-39.927,45
231,74.351,0,-39.927,45
232,74.351,0,-39.982,45
233,74.333,0,-40.018,45
234,74.333,0,-40.073,45
235,74.351,0,-40.109,45
236,74.316,0,-40.127,45
237,74.333,0,-40.182,45
238,74.333,0,-40.218,45
239,74.316,0,-40.273,45
240,74.316,0,-40.309,45
241,74.333,0,-40.364,90
242,74.298,0,-40.382,90
243,74.316,0,-40.418,90
244,74.316,0,-40.473,90
245,74.298,0,-40.509,90
246,74.298,0,-40.564,90
247,74.316,0,-40.618,90
248,74.298,0,-40.673,90
249,74.333,0,-40.745,90
250,74.351,0,-40.818,90
251,74.351,0,-40.891,90
252,74.368,0,-40.945,90
253,74.404,0,-41.018,90
254,74.386,0,-41.091,90
255,74.421,0,-41.164,90
256,74.456,0,-41.236,90
257,74.456,0,-41.273,90
258,74.456,0,-41.345,90
259,74.456,0,-41.418,90
260,74.456,0,-41.491,90
261,74.491,0,-41.545,90
262,74.491,0,-41.618,90
263,74.491,0,-41.691,90
264,74.491,0,-41.764,90
265,74.526,0,-41.855,90
266,74.491,0,-41.927,90
267,74.509,0,-42.018,90
268,74.526,0,-42.109,90
269,74.544,0,-42.2,90
270,74.561,0,-42.327,90
271,74.456,0,-42.291,90
272,74.491,0,-42.364,90
273,74.561,0,-42.473,90
274,74.596,0,-42.545,90
275,74.667,0,-42.655,90
276,74.649,0,-42.709,90
277,74.667,0,-42.818,90
278,74.649,0,-42.873,90
279,74.667,0,-42.982,90
280,74.667,0,-43,90
281,74.667,0,-43.055,90
282,74.667,0,-43.091,90
283,74.684,0,-43.145,90
284,74.684,0,-43.182,90
285,74.684,0,-43.236,90
286,74.702,0,-43.309,90
287,74.684,0,-43.436,90
288,74.667,0,-43.582,90
289,74.649,0,-43.709,90
290,74.632,0,-43.855,90
291,74.579,0,-43.927,90
292,74.544,0,-44.018,90
293,74.491,0,-44.145,90
294,74.456,0,-44.236,90
295,74.456,0,-44.364,90
296,74.421,0,-44.418,90
297,74.404,0,-44.491,90
298,74.421,0,-44.6,90
299,74.386,0,-44.655,90
300,74.368,0,-44.727,90
301,74.386,0,-44.836,90
302,74.298,0,-44.891,90
303,74.263,0,-44.964,90
304,74.228,0,-45.073,90
305,74.193,0,-45.145,90
306,74.14,0,-45.236,90
307,74.105,0,-45.309,90
308,74.07,0,-45.418,90
309,74.035,0,-45.491,90
310,74,0,-45.6,90
311,73.965,0,-45.673,90
312,73.93,0,-45.764,90
313,73.895,0,-45.855,90
314,73.912,0,-45.945,90
315,73.877,0,-46.018,90
316,73.842,0,-46.109,90
317,73.807,0,-46.2,90
318,73.825,0,-46.291,90
319,73.772,0,-46.382,90
320,73.737,0,-46.491,90
321,73.702,0,-46.6,90
322,73.667,0,-46.709,90
323,73.614,0,-46.8,90
324,73.579,0,-46.909,90
325,73.544,0,-47.018,90
326,73.509,0,-47.127,90
327,73.474,0,-47.182,90
328,73.439,0,-47.236,90
329,73.421,0,-47.345,90
330,73.386,0,-47.4,90
331,73.351,0,-47.455,90
332,73.333,0,-47.564,90
333,73.263,0,-47.636,90
334,73.211,0,-47.745,90
335,73.14,0,-47.855,90
336,73.088,0,-47.945,90
337,73.018,0,-48.055,90
338,72.965,0,-48.164,90
339,72.912,0,-48.291,90
340,72.842,0,-48.345,90
341,72.772,0,-48.418,90
342,72.702,0,-48.473,90
343,72.684,0,-48.582,90
344,72.614,0,-48.636,90
345,72.544,0,-48.709,90
346,72.474,0,-48.764,90
347,72.456,0,-48.873,90
348,72.421,0,-48.945,90
349,72.421,0,-49.073,90
350,72.421,0,-49.2,90
351,72.386,0,-49.327,90
352,72.386,0,-49.455,90
353,72.386,0,-49.582,90
354,72.386,0,-49.709,90
355,72.351,0,-49.8,90
356,72.351,0,-49.927,90
357,72.351,0,-50.073,90
358,72.316,0,-50.164,90
359,72.316,0,-50.309,90
360,72.316,0,-50.436,90
361,72.316,0,-50.582,180
362,72.281,0,-50.673,180
363,72.281,0,-50.8,180
364,72.281,0,-50.945,180
365,72.228,0,-51.036,180
366,72.228,0,-51.182,180
367,72.246,0,-51.309,180
368,72.246,0,-51.455,180
369,72.246,0,-51.564,180
370,72.281,0,-51.709,180
371,72.316,0,-51.818,180
372,72.351,0,-51.964,180
373,72.404,0,-52.109,180
374,72.404,0,-52.218,180
375,72.439,0,-52.364,180
376,72.474,0,-52.509,180
377,72.526,0,-52.618,180
378,72.561,0,-52.764,180
379,72.596,0,-52.909,180
380,72.596,0,-53.018,180
381,72.649,0,-53.164,180
382,72.684,0,-53.309,180
383,72.719,0,-53.418,180
384,72.754,0,-53.564,180
385,72.807,0,-53.709,180
386,72.825,0,-53.782,180
387,72.86,0,-53.909,180
388,72.877,0,-54,180
389,72.912,0,-54.127,180
390,72.982,0,-54.255,180
391,73.035,0,-54.309,135
