1,57.175,0,-35.491
2,57.193,0,-35.491
3,57.211,0,-35.491
4,57.228,0,-35.491
5,57.246,0,-35.509
6,57.263,0,-35.527
7,57.263,0,-35.509
8,57.298,0,-35.509
9,57.333,0,-35.509
10,57.368,0,-35.509
11,57.386,0,-35.509
12,57.404,0,-35.509
13,57.439,0,-35.491
14,57.474,0,-35.491
15,57.491,0,-35.491
16,57.509,0,-35.491
17,57.544,0,-35.491
18,57.579,0,-35.491
19,57.632,0,-35.527
20,57.632,0,-35.509
21,57.667,0,-35.509
22,57.702,0,-35.509
23,57.737,0,-35.509
24,57.754,0,-35.509
25,57.772,0,-35.509
26,57.807,0,-35.491
27,57.842,0,-35.491
28,57.86,0,-35.491
29,57.877,0,-35.491
30,57.912,0,-35.491
31,57.947,0,-35.491
32,58,0,-35.527
33,58.035,0,-35.509
34,58.07,0,-35.509
35,58.105,0,-35.509
36,58.14,0,-35.545
37,58.175,0,-35.545
38,58.211,0,-35.545
39,58.246,0,-35.564
40,58.281,0,-35.564
41,58.351,0,-35.564
42,58.386,0,-35.6
43,58.421,0,-35.6
44,58.456,0,-35.6
45,58.491,0,-35.618
46,58.526,0,-35.618
47,58.561,0,-35.618
48,58.596,0,-35.655
49,58.667,0,-35.655
50,58.702,0,-35.655
51,58.737,0,-35.673
52,58.772,0,-35.673
53,58.807,0,-35.673
54,58.842,0,-35.709
55,58.877,0,-35.709
56,58.912,0,-35.709
57,58.982,0,-35.745
58,59,0,-35.745
59,59.018,0,-35.745
60,59.018,0,-35.764
61,59.053,0,-35.764
62,59.053,0,-35.782
63,59.088,0,-35.782
64,59.105,0,-35.791
65,59.123,0,-35.8
66,59.14,0,-35.809
67,59.158,0,-35.818
68,59.175,0,-35.827
69,59.193,0,-35.836
70,59.211,0,-35.836
71,59.228,0,-35.836
72,59.228,0,-35.855
73,59.263,0,-35.855
74,59.263,0,-35.873
75,59.298,0,-35.873
76,59.333,0,-35.891
77,59.316,0,-35.891
78,59.351,0,-35.891
79,59.333,0,-35.891
80,59.368,0,-35.891
81,59.377,0,-35.891
82,59.386,0,-35.891
83,59.395,0,-35.909
84,59.404,0,-35.927
85,59.421,0,-35.927
86,59.439,0,-35.927
87,59.421,0,-35.927
88,59.456,0,-35.927
89,59.439,0,-35.927
90,59.474,0,-35.927
91,59.509,0,-35.964
92,59.509,0,-35.927
93,59.509,0,-35.909
94,59.509,0,-35.891
95,59.526,0,-35.873
96,59.544,0,-35.855
97,59.544,0,-35.836
98,59.544,0,-35.818
99,59.561,0,-35.818
100,59.579,0,-35.818
101,59.579,0,-35.782
102,59.614,0,-35.745
103,59.649,0,-35.709
104,59.684,0,-35.673
105,59.719,0,-35.636
106,59.772,0,-35.6
107,59.807,0,-35.564
108,59.842,0,-35.527
109,59.877,0,-35.491
110,59.912,0,-35.455
111,59.965,0,-35.455
112,60,0,-35.382
113,60.035,0,-35.309
114,60.07,0,-35.236
115,60.105,0,-35.164
116,60.175,0,-35.091
117,60.211,0,-35.073
118,60.246,0,-35
119,60.281,0,-34.927
120,60.316,0,-34.855
121,60.386,0,-34.782
122,60.421,0,-34.709
123,60.456,0,-34.691
124,60.491,0,-34.618
125,60.561,0,-34.545
126,60.596,0,-34.473
127,60.632,0,-34.4
128,60.667,0,-34.327
129,60.702,0,-34.309
130,60.772,0,-34.236
131,60.807,0,-34.164
132,60.842,0,-34.091
133,60.877,0,-34.018
134,60.947,0,-34
135,60.93,0,-33.873
136,60.965,0,-33.764
137,60.965,0,-33.655
138,61,0,-33.582
139,61.035,0,-33.473
140,61.035,0,-33.364
141,61.07,0,-33.273
142,61.07,0,-33.164
143,61.105,0,-33.055
144,61.14,0,-32.982
145,61.14,0,-32.873
146,61.175,0,-32.764
147,61.211,0,-32.691
148,61.193,0,-32.564
149,61.228,0,-32.455
150,61.228,0,-32.345
151,61.263,0,-32.273
152,61.298,0,-32.164
153,61.298,0,-32.055
154,61.333,0,-31.964
155,61.333,0,-31.855
156,61.368,0,-31.745
157,61.404,0,-31.673
158,61.404,0,-31.564
159,61.439,0,-31.455
160,61.474,0,-31.382
161,61.474,0,-31.236
162,61.474,0,-31.127
163,61.509,0,-31.018
164,61.509,0,-30.909
165,61.509,0,-30.8
166,61.544,0,-30.691
167,61.544,0,-30.582
168,61.544,0,-30.473
169,61.579,0,-30.382
170,61.579,0,-30.273
171,61.579,0,-30.164
172,61.614,0,-30.055
173,61.614,0,-29.945
174,61.614,0,-29.836
175,61.649,0,-29.727
176,61.649,0,-29.618
177,61.684,0,-29.527
178,61.684,0,-29.4
179,61.684,0,-29.291
180,61.684,0,-29.182
181,61.737,0,-29.073
182,61.737,0,-28.964
183,61.737,0,-28.855
184,61.789,0,-28.727
185,61.789,0,-28.618
186,61.789,0,-28.509
187,61.842,0,-28.4
188,61.842,0,-28.291
189,61.842,0,-28.182
190,61.895,0,-28.109
191,61.912,0,-28.036
192,61.947,0,-28
193,61.965,0,-27.964
194,62,0,-27.927
195,62.07,0,-27.891
196,62.088,0,-27.818
197,62.123,0,-27.782
198,62.14,0,-27.745
199,62.175,0,-27.709
200,62.246,0,-27.673
201,62.298,0,-27.618
202,62.351,0,-27.618
203,62.404,0,-27.582
204,62.456,0,-27.582
205,62.509,0,-27.527
206,62.561,0,-27.527
207,62.614,0,-27.491
208,62.667,0,-27.491
209,62.772,0,-27.491
210,62.807,0,-27.491
211,62.842,0,-27.491
212,62.877,0,-27.527
213,62.912,0,-27.527
214,62.947,0,-27.527
215,63.018,0,-27.564
216,63.053,0,-27.564
217,63.088,0,-27.564
218,63.123,0,-27.6
219,63.158,0,-27.6
220,63.193,0,-27.6
221,63.263,0,-27.636
222,63.281,0,-27.636
223,63.316,0,-27.673
224,63.351,0,-27.709
225,63.421,0,-27.745
226,63.456,0,-27.782
227,63.491,0,-27.818
228,63.561,0,-27.855
229,63.596,0,-27.855
230,63.632,0,-27.891
231,63.702,0,-27.927
232,63.737,0,-27.964
233,63.772,0,-28
234,63.789,0,-28.036
235,63.86,0,-28.073
236,63.895,0,-28.073
237,63.93,0,-28.109
238,64,0,-28.145
239,64.035,0,-28.182
240,64.07,0,-28.218
241,64.14,0,-28.255
242,64.175,0,-28.291
243,64.211,0,-28.291
244,64.281,0,-28.327
245,64.316,0,-28.364
246,64.333,0,-28.4
247,64.368,0,-28.436
248,64.439,0,-28.473
249,64.474,0,-28.509
250,64.509,0,-28.509
251,64.579,0,-28.545
252,64.614,0,-28.582
253,64.649,0,-28.618
254,64.719,0,-28.655
255,64.754,0,-28.691
256,64.789,0,-28.727
257,64.86,0,-28.727
258,64.877,0,-28.764
259,64.912,0,-28.8
260,64.947,0,-28.836
261,65.018,0,-28.873
262,65.053,0,-28.909
263,65.088,0,-28.945
264,65.158,0,-28.945
265,65.193,0,-28.982
266,65.228,0,-29.018
267,65.298,0,-29.055
268,65.333,0,-29.091
269,65.368,0,-29.127
270,65.439,0,-29.164
271,65.509,0,-29.2
272,65.509,0,-29.236
273,65.526,0,-29.273
274,65.579,0,-29.309
275,65.579,0,-29.345
276,65.596,0,-29.382
277,65.649,0,-29.418
278,65.667,0,-29.418
279,65.702,0,-29.455
280,65.737,0,-29.491
281,65.754,0,-29.491
282,65.789,0,-29.527
283,65.825,0,-29.564
284,65.877,0,-29.636
285,65.947,0,-29.709
286,66,0,-29.782
287,66.07,0,-29.855
288,66.07,0,-29.891
289,66.105,0,-29.927
290,66.14,0,-29.964
291,66.175,0,-30
292,66.211,0,-30.036
293,66.246,0,-30.073
294,66.281,0,-30.109
295,66.316,0,-30.145
296,66.351,0,-30.182
297,66.386,0,-30.218
298,66.421,0,-30.291
299,66.421,0,-30.327
300,66.456,0,-30.364
301,66.474,0,-30.418
302,66.509,0,-30.455
303,66.509,0,-30.491
304,66.561,0,-30.545
305,66.561,0,-30.582
306,66.596,0,-30.618
307,66.614,0,-30.673
308,66.649,0,-30.709
309,66.702,0,-30.8
310,66.719,0,-30.836
311,66.754,0,-30.909
312,66.772,0,-30.964
313,66.807,0,-31.036
314,66.825,0,-31.073
315,66.86,0,-31.164
316,66.877,0,-31.2
317,66.912,0,-31.273
318,66.93,0,-31.327
319,66.965,0,-31.4
320,66.982,0,-31.436
321,67.018,0,-31.527
322,67.018,0,-31.545
323,67.035,0,-31.6
324,67.053,0,-31.636
325,67.053,0,-31.691
326,67.07,0,-31.764
327,67.088,0,-31.782
328,67.088,0,-31.855
329,67.14,0,-31.873
330,67.158,0,-31.945
331,67.158,0,-32
332,67.175,0,-32.036
333,67.193,0,-32.091
334,67.193,0,-32.127
335,67.211,0,-32.182
336,67.263,0,-32.255
337,67.246,0,-32.291
338,67.263,0,-32.364
339,67.298,0,-32.418
340,67.316,0,-32.491
341,67.333,0,-32.545
342,67.368,0,-32.618
343,67.386,0,-32.673
344,67.421,0,-32.745
345,67.439,0,-32.8
346,67.456,0,-32.873
347,67.491,0,-32.927
348,67.509,0,-33
349,67.544,0,-33.091
350,67.544,0,-33.164
351,67.544,0,-33.236
352,67.579,0,-33.309
353,67.579,0,-33.382
354,67.614,0,-33.509
355,67.614,0,-33.582
356,67.649,0,-33.655
357,67.649,0,-33.727
358,67.684,0,-33.855
359,67.667,0,-33.945
360,67.667,0,-34.036
361,67.667,0,-34.145
362,67.667,0,-34.236
363,67.667,0,-34.327
364,67.667,0,-34.436
365,67.667,0,-34.527
366,67.649,0,-34.618
367,67.649,0,-34.727
368,67.649,0,-34.818
369,67.649,0,-34.909
370,67.649,0,-35.018
371,67.649,0,-35.109
372,67.649,0,-35.2
373,67.649,0,-35.345
374,67.614,0,-35.418
375,67.614,0,-35.527
