frame,x,y,z,rot
1,66.055,0,-38.873,90
2,66.058,0,-38.873,90
3,66.062,0,-38.873,90
4,66.066,0,-38.873,90
5,66.07,0,-38.873,90
6,66.082,0,-38.873,90
7,66.094,0,-38.873,90
8,66.105,0,-38.873,90
9,66.117,0,-38.873,90
10,66.129,0,-38.873,90
11,66.14,0,-38.873,90
12,66.152,0,-38.885,90
13,66.164,0,-38.897,90
14,66.175,0,-38.909,90
15,66.187,0,-38.909,90
16,66.199,0,-38.909,90
17,66.211,0,-38.909,90
18,66.222,0,-38.909,90
19,66.234,0,-38.909,90
20,66.246,0,-38.909,90
21,66.257,0,-38.909,90
22,66.269,0,-38.909,90
23,66.281,0,-38.909,90
24,66.292,0,-38.921,90
25,66.304,0,-38.933,90
26,66.316,0,-38.945,90
27,66.316,0,-38.909,90
28,66.316,0,-38.873,90
29,66.368,0,-38.891,90
30,66.368,0,-38.855,90
31,66.421,0,-38.836,120
32,66.447,0,-38.827,120
33,66.474,0,-38.818,120
34,66.474,0,-38.782,120
35,66.526,0,-38.8,120
36,66.544,0,-38.782,120
37,66.579,0,-38.764,120
38,66.614,0,-38.764,120
39,66.667,0,-38.745,120
40,66.702,0,-38.745,120
41,66.737,0,-38.727,120
42,66.807,0,-38.727,120
43,66.772,0,-38.709,120
44,66.772,0,-38.691,120
45,66.737,0,-38.691,120
46,66.754,0,-38.673,120
47,66.719,0,-38.673,120
48,66.719,0,-38.655,120
49,66.737,0,-38.655,120
50,66.702,0,-38.618,120
51,66.667,0,-38.636,120
52,66.684,0,-38.636,120
53,66.649,0,-38.655,120
54,66.667,0,-38.673,120
55,66.632,0,-38.636,120
56,66.596,0,-38.655,120
57,66.614,0,-38.655,120
58,66.579,0,-38.673,120
59,66.596,0,-38.691,120
60,66.544,0,-38.673,120
61,66.491,0,-38.691,140
62,66.439,0,-38.709,140
63,66.439,0,-38.727,140
64,66.386,0,-38.709,140
65,66.333,0,-38.727,140
66,66.281,0,-38.745,140
67,66.281,0,-38.764,140
68,66.246,0,-38.782,140
69,66.211,0,-38.818,140
70,66.175,0,-38.855,140
71,66.193,0,-38.927,140
72,66.158,0,-38.945,140
73,66.123,0,-38.982,140
74,66.088,0,-39.018,140
75,66.105,0,-39.091,140
76,66.07,0,-39.109,140
77,66.035,0,-39.145,140
78,66,0,-39.182,140
79,66.018,0,-39.255,140
80,65.982,0,-39.273,140
81,65.947,0,-39.309,140
82,65.912,0,-39.345,140
83,65.93,0,-39.418,140
84,65.912,0,-39.382,140
85,65.908,0,-39.382,140
86,65.904,0,-39.382,140
87,65.899,0,-39.382,140
88,65.895,0,-39.382,140
89,65.898,0,-39.375,140
90,65.902,0,-39.367,140
91,65.905,0,-39.36,90
92,65.909,0,-39.353,90
93,65.912,0,-39.345,90
94,65.909,0,-39.345,90
95,65.905,0,-39.345,90
96,65.902,0,-39.345,90
97,65.898,0,-39.345,90
98,65.895,0,-39.345,90
99,65.904,0,-39.345,90
100,65.912,0,-39.345,90
101,65.921,0,-39.345,90
102,65.93,0,-39.345,90
103,65.93,0,-39.291,90
104,65.965,0,-39.291,90
105,66.018,0,-39.291,90
106,66.018,0,-39.273,90
107,66.053,0,-39.273,90
108,66.105,0,-39.273,90
109,66.105,0,-39.218,90
110,66.14,0,-39.218,90
111,66.193,0,-39.218,90
112,66.193,0,-39.2,90
113,66.228,0,-39.2,90
114,66.281,0,-39.2,90
115,66.263,0,-39.164,90
116,66.254,0,-39.164,90
117,66.246,0,-39.164,90
118,66.254,0,-39.145,90
119,66.263,0,-39.127,90
120,66.254,0,-39.127,90
121,66.246,0,-39.127,0
122,66.263,0,-39.127,0
123,66.281,0,-39.127,0
124,66.263,0,-39.091,0
125,66.246,0,-39.073,0
126,66.228,0,-39.036,0
127,66.211,0,-39.055,0
128,66.193,0,-39.018,0
129,66.175,0,-39,0
130,66.158,0,-38.964,0
131,66.14,0,-38.982,0
132,66.07,0,-38.927,0
133,66.018,0,-38.873,0
134,65.965,0,-38.818,0
135,65.912,0,-38.764,0
136,65.895,0,-38.764,0
137,65.86,0,-38.691,0
138,65.86,0,-38.673,0
139,65.825,0,-38.6,0
140,65.825,0,-38.582,0
141,65.842,0,-38.564,0
142,65.807,0,-38.491,0
143,65.807,0,-38.473,0
144,65.772,0,-38.4,0
145,65.772,0,-38.382,0
146,65.789,0,-38.364,0
147,65.754,0,-38.273,0
148,65.719,0,-38.2,0
149,65.684,0,-38.127,0
150,65.649,0,-38.055,0
151,65.614,0,-37.982,-25
152,65.579,0,-37.909,-25
153,65.544,0,-37.836,-25
154,65.509,0,-37.8,-25
155,65.474,0,-37.709,-25
156,65.439,0,-37.636,-25
157,65.404,0,-37.564,-25
158,65.368,0,-37.491,-25
159,65.333,0,-37.418,-25
160,65.298,0,-37.345,-25
161,65.263,0,-37.273,-25
162,65.228,0,-37.236,-25
