frame,x,y,z
1,44.105,0,-22.509
2,44.082,0,-22.482
3,44.059,0,-22.455
4,44.037,0,-22.428
5,44.014,0,-22.401
6,43.991,0,-22.375
7,43.968,0,-22.348
8,43.945,0,-22.321
9,43.922,0,-22.294
10,43.899,0,-22.267
11,43.876,0,-22.24
12,43.853,0,-22.213
13,43.831,0,-22.186
14,43.808,0,-22.159
15,43.785,0,-22.132
16,43.762,0,-22.105
17,43.739,0,-22.079
18,43.716,0,-22.052
19,43.693,0,-22.025
20,43.67,0,-21.998
21,43.647,0,-21.971
22,43.625,0,-21.944
23,43.602,0,-21.917
24,43.579,0,-21.89
25,43.556,0,-21.863
26,43.533,0,-21.836
27,43.51,0,-21.809
28,43.487,0,-21.782
29,43.464,0,-21.756
30,43.442,0,-21.729
31,43.419,0,-21.702
32,43.396,0,-21.675
33,43.373,0,-21.648
34,43.35,0,-21.621
35,43.327,0,-21.594
36,43.304,0,-21.567
37,43.281,0,-21.54
38,43.258,0,-21.513
39,43.236,0,-21.486
40,43.213,0,-21.46
41,43.19,0,-21.433
42,43.167,0,-21.406
43,43.144,0,-21.379
44,43.121,0,-21.352
45,43.098,0,-21.325
46,43.075,0,-21.298
47,43.052,0,-21.271
48,43.03,0,-21.244
49,43.007,0,-21.217
50,42.984,0,-21.19
51,42.961,0,-21.164
52,42.938,0,-21.137
53,42.915,0,-21.11
54,42.892,0,-21.083
55,42.869,0,-21.056
56,42.846,0,-21.029
57,42.824,0,-21.002
58,42.801,0,-20.975
59,42.778,0,-20.948
60,42.755,0,-20.921
61,42.732,0,-20.894
62,42.709,0,-20.867
63,42.686,0,-20.841
64,42.663,0,-20.814
65,42.64,0,-20.787
66,42.618,0,-20.76
67,42.595,0,-20.733
68,42.572,0,-20.706
69,42.549,0,-20.679
70,42.526,0,-20.652
71,42.503,0,-20.625
72,42.48,0,-20.598
73,42.457,0,-20.571
74,42.434,0,-20.545
75,42.412,0,-20.518
76,42.389,0,-20.491
77,42.366,0,-20.464
78,42.343,0,-20.437
79,42.32,0,-20.41
80,42.297,0,-20.383
81,42.274,0,-20.356
82,42.251,0,-20.329
83,42.228,0,-20.302
84,42.206,0,-20.275
85,42.183,0,-20.249
86,42.16,0,-20.222
87,42.137,0,-20.195
88,42.114,0,-20.168
89,42.091,0,-20.141
90,42.068,0,-20.114
91,42.045,0,-20.087
92,42.022,0,-20.06
93,42,0,-20.033
94,41.977,0,-20.006
95,41.954,0,-19.979
96,41.931,0,-19.952
97,41.908,0,-19.926
98,41.885,0,-19.899
99,41.862,0,-19.872
100,41.839,0,-19.845
101,41.816,0,-19.818
102,41.794,0,-19.791
103,41.771,0,-19.764
104,41.748,0,-19.737
105,41.725,0,-19.71
106,41.702,0,-19.683
107,41.679,0,-19.656
108,41.656,0,-19.63
109,41.633,0,-19.603
110,41.61,0,-19.576
111,41.588,0,-19.549
112,41.565,0,-19.522
113,41.542,0,-19.495
114,41.519,0,-19.468
115,41.496,0,-19.441
116,41.473,0,-19.414
117,41.45,0,-19.387
118,41.427,0,-19.36
119,41.404,0,-19.334
120,41.382,0,-19.307
121,41.359,0,-19.28
122,41.336,0,-19.253
123,41.313,0,-19.226
124,41.29,0,-19.199
125,41.267,0,-19.172
126,41.244,0,-19.145
127,41.221,0,-19.118
128,41.198,0,-19.091
129,41.176,0,-19.064
130,41.153,0,-19.038
131,41.13,0,-19.011
132,41.107,0,-18.984
133,41.084,0,-18.957
134,41.061,0,-18.93
135,41.038,0,-18.903
136,41.015,0,-18.876
137,40.992,0,-18.849
138,40.97,0,-18.822
139,40.947,0,-18.795
140,40.924,0,-18.768
141,40.901,0,-18.741
142,40.878,0,-18.715
143,40.855,0,-18.688
144,40.832,0,-18.661
145,40.809,0,-18.634
146,40.786,0,-18.607
147,40.764,0,-18.58
148,40.741,0,-18.553
149,40.718,0,-18.526
150,40.695,0,-18.499
151,40.672,0,-18.472
152,40.649,0,-18.445
153,40.626,0,-18.419
154,40.603,0,-18.392
155,40.58,0,-18.365
