frame,x,y,z
1,65.737,1,-37.673
2,65.737,1,-37.636
3,65.719,1,-37.582
4,65.719,1,-37.545
5,65.719,1,-37.473
6,65.719,1,-37.436
7,65.719,1,-37.4
8,65.719,1,-37.327
9,65.719,1,-37.291
10,65.719,1,-37.255
11,65.719,1,-37.182
12,65.719,1,-37.164
13,65.719,1,-37.127
14,65.719,1,-37.091
15,65.719,1,-37.018
16,65.719,1,-36.982
17,65.719,1,-36.945
18,65.719,1,-36.873
19,65.719,1,-36.836
20,65.719,1,-36.8
21,65.719,1,-36.764
22,65.667,1,-36.727
23,65.667,1,-36.691
24,65.632,1,-36.691
25,65.632,1,-36.655
26,65.632,1,-36.618
27,65.596,1,-36.6
28,65.596,1,-36.582
29,65.561,1,-36.582
30,65.561,1,-36.545
31,65.561,1,-36.509
32,65.526,1,-36.509
33,65.526,1,-36.473
34,65.509,1,-36.455
35,65.491,1,-36.436
36,65.491,1,-36.4
37,65.456,1,-36.4
38,65.456,1,-36.364
39,65.439,1,-36.345
40,65.421,1,-36.327
41,65.421,1,-36.291
42,65.404,1,-36.273
43,65.386,1,-36.255
44,65.368,1,-36.236
45,65.351,1,-36.218
46,65.351,1,-36.182
47,65.325,1,-36.164
48,65.298,1,-36.145
49,65.298,1,-36.127
50,65.298,1,-36.109
51,65.263,1,-36.073
52,65.246,1,-36.055
53,65.228,1,-36.036
54,65.228,1,-36.018
55,65.228,1,-36
56,65.193,1,-35.964
57,65.193,1,-35.945
58,65.193,1,-35.927
59,65.158,1,-35.927
60,65.158,1,-35.891
61,65.123,1,-35.855
62,65.123,1,-35.836
63,65.123,1,-35.818
64,65.088,1,-35.818
65,65.088,1,-35.782
66,65.088,1,-35.745
67,65.053,1,-35.745
68,65.053,1,-35.709
69,65.018,1,-35.709
70,65.018,1,-35.673
71,65.018,1,-35.636
72,64.982,1,-35.636
73,64.982,1,-35.6
74,64.965,1,-35.582
75,64.947,1,-35.564
76,64.947,1,-35.527
77,64.947,1,-35.491
78,64.947,1,-35.455
79,64.912,1,-35.418
80,64.93,1,-35.382
81,64.93,1,-35.345
82,64.93,1,-35.309
83,64.912,1,-35.291
84,64.895,1,-35.273
85,64.895,1,-35.236
86,64.912,1,-35.2
87,64.912,1,-35.164
88,64.877,1,-35.127
89,64.877,1,-35.091
90,64.877,1,-35.055
91,64.877,1,-35.018
92,64.895,1,-35.018
93,64.86,1,-34.982
94,64.86,1,-34.945
95,64.86,1,-34.909
96,64.86,1,-34.873
97,64.825,1,-34.836
98,64.842,1,-34.8
99,64.842,1,-34.764
100,64.842,1,-34.727
101,64.825,1,-34.709
102,64.807,1,-34.691
103,64.807,1,-34.655
104,64.825,1,-34.618
105,64.825,1,-34.582
106,64.789,1,-34.545
107,64.789,1,-34.509
108,64.789,1,-34.473
109,64.789,1,-34.436
110,64.807,1,-34.436
111,64.807,1,-34.364
112,64.807,1,-34.291
113,64.842,1,-34.218
114,64.842,1,-34.145
115,64.877,1,-34.073
116,64.877,1,-34
117,64.877,1,-33.927
118,64.93,1,-33.891
119,64.93,1,-33.818
120,64.965,1,-33.745
121,64.965,1,-33.673
122,64.965,1,-33.6
123,65,1,-33.527
124,65,1,-33.455
125,65.053,1,-33.418
126,65.053,1,-33.345
127,65.088,1,-33.273
128,65.088,1,-33.2
129,65.088,1,-33.127
130,65.123,1,-33.055
131,65.123,1,-32.982
132,65.175,1,-32.945
133,65.175,1,-32.873
134,65.175,1,-32.8
135,65.211,1,-32.727
136,65.211,1,-32.655
137,65.246,1,-32.582
138,65.246,1,-32.509
139,65.298,1,-32.473
140,65.333,1,-32.364
141,65.368,1,-32.255
142,65.439,1,-32.182
143,65.474,1,-32.073
144,65.544,1,-31.964
145,65.579,1,-31.891
146,65.649,1,-31.782
147,65.684,1,-31.673
148,65.719,1,-31.6
149,65.789,1,-31.491
150,65.825,1,-31.382
151,65.895,1,-31.309
152,65.93,1,-31.2
153,66,1,-31.127
154,66.035,1,-31.018
155,66.07,1,-30.909
156,66.14,1,-30.836
157,66.175,1,-30.727
158,66.246,1,-30.618
159,66.281,1,-30.545
160,66.351,1,-30.436
161,66.386,1,-30.327
162,66.421,1,-30.255
163,66.491,1,-30.145
164,66.526,1,-30.036
165,66.596,1,-29.964
166,66.632,1,-29.855
167,66.702,1,-29.782
168,66.737,1,-29.673
169,66.807,1,-29.564
170,66.842,1,-29.491
171,66.877,1,-29.382
172,66.947,1,-29.273
173,66.982,1,-29.2
174,67.053,1,-29.091
175,67.088,1,-28.982
176,67.158,1,-28.909
177,67.193,1,-28.8
178,67.228,1,-28.691
179,67.298,1,-28.618
180,67.333,1,-28.509
181,67.404,1,-28.436
182,67.439,1,-28.327
183,67.509,1,-28.218
184,67.544,1,-28.145
185,67.579,1,-28.036
186,67.649,1,-27.927
187,67.684,1,-27.855
188,67.754,1,-27.745
189,67.789,1,-27.636
190,67.86,1,-27.564
191,67.895,1,-27.455
192,67.965,1,-27.382
193,67.947,1,-27.236
194,67.982,1,-27.127
195,67.982,1,-27.018
196,68.018,1,-26.909
197,68,1,-26.764
198,68.035,1,-26.655
199,68.035,1,-26.545
200,68.07,1,-26.436
201,68.018,1,-26.345
202,68.018,1,-26.273
203,68.018,1,-26.236
204,68.018,1,-26.164
205,68,1,-26.127
206,68,1,-26.055
207,68,1,-25.982
208,68,1,-25.945
209,68,1,-25.873
210,67.947,1,-25.818
211,67.947,1,-25.745
212,67.947,1,-25.709
213,67.947,1,-25.636
214,67.947,1,-25.564
215,67.93,1,-25.527
216,67.93,1,-25.455
217,67.93,1,-25.418
218,67.93,1,-25.345
219,67.93,1,-25.309
220,67.877,1,-25.309
221,67.877,1,-25.345
222,67.877,1,-25.382
223,67.825,1,-25.382
224,67.825,1,-25.418
225,67.825,1,-25.455
226,67.789,1,-25.491
227,67.754,1,-25.527
228,67.719,1,-25.564
229,67.684,1,-25.6
230,67.649,1,-25.636
231,67.649,1,-25.673
232,67.614,1,-25.709
233,67.579,1,-25.745
234,67.544,1,-25.782
235,67.509,1,-25.818
236,67.474,1,-25.855
237,67.474,1,-25.891
238,67.439,1,-25.927
239,67.404,1,-25.964
240,67.368,1,-26
241,67.333,1,-26.036
242,67.298,1,-26.073
243,67.298,1,-26.109
244,67.263,1,-26.145
245,67.228,1,-26.182
246,67.193,1,-26.218
247,67.158,1,-26.255
248,67.123,1,-26.291
249,67.123,1,-26.364
250,67.088,1,-26.4
251,67.053,1,-26.436
252,67.018,1,-26.473
253,66.982,1,-26.509
254,66.947,1,-26.545
255,66.947,1,-26.582
256,66.912,1,-26.618
257,66.877,1,-26.655
258,66.842,1,-26.691
259,66.807,1,-26.727
260,66.772,1,-26.764
261,66.772,1,-26.8
262,66.737,1,-26.836
263,66.702,1,-26.873
264,66.667,1,-26.909
265,66.632,1,-26.945
266,66.596,1,-26.982
267,66.596,1,-27.018
268,66.561,1,-27.055
269,66.526,1,-27.091
270,66.491,1,-27.127
271,66.456,1,-27.164
272,66.421,1,-27.2
273,66.421,1,-27.273
274,66.316,1,-27.345
275,66.246,1,-27.455
276,66.14,1,-27.527
277,66.07,1,-27.636
278,66.035,1,-27.673
279,66,1,-27.745
280,65.965,1,-27.782
281,65.93,1,-27.855
282,65.895,1,-27.891
283,65.86,1,-27.964
284,65.825,1,-28
285,65.789,1,-28.073
286,65.754,1,-28.109
287,65.719,1,-28.182
288,65.684,1,-28.255
289,65.649,1,-28.291
290,65.614,1,-28.364
291,65.579,1,-28.4
292,65.544,1,-28.473
293,65.509,1,-28.509
294,65.474,1,-28.582
295,65.439,1,-28.618
296,65.404,1,-28.691
297,65.368,1,-28.727
298,65.333,1,-28.8
299,65.298,1,-28.873
300,65.263,1,-28.909
301,65.228,1,-28.945
302,65.228,1,-28.982
303,65.193,1,-29.018
304,65.158,1,-29.055
305,65.158,1,-29.091
306,65.123,1,-29.164
307,65.088,1,-29.2
308,65.088,1,-29.236
309,65.053,1,-29.273
310,65.018,1,-29.309
311,65.018,1,-29.345
312,64.982,1,-29.382
313,64.947,1,-29.455
314,64.947,1,-29.491
315,64.912,1,-29.527
316,64.877,1,-29.564
317,64.877,1,-29.6
318,64.842,1,-29.636
319,64.807,1,-29.673
320,64.807,1,-29.745
321,64.819,1,-29.758
322,64.83,1,-29.77
323,64.842,1,-29.782
324,64.854,1,-29.794
325,64.865,1,-29.806
326,64.877,1,-29.818
327,64.889,1,-29.83
328,64.901,1,-29.842
329,64.912,1,-29.855
330,64.924,1,-29.867
331,64.936,1,-29.879
332,64.947,1,-29.891
333,64.947,1,-29.855
334,64.965,1,-29.855
335,64.982,1,-29.855
336,64.982,1,-29.818
337,65.018,1,-29.818
338,65.035,1,-29.818
339,65.053,1,-29.818
340,65.053,1,-29.782
341,65.088,1,-29.782
342,65.105,1,-29.764
343,65.123,1,-29.745
344,65.135,1,-29.745
345,65.146,1,-29.745
346,65.158,1,-29.745
347,65.158,1,-29.709
348,65.193,1,-29.709
349,65.211,1,-29.691
350,65.228,1,-29.673
351,65.246,1,-29.673
352,65.263,1,-29.673
353,65.281,1,-29.655
354,65.298,1,-29.636
355,65.31,1,-29.624
356,65.322,1,-29.612
357,65.333,1,-29.6
358,65.351,1,-29.6
359,65.368,1,-29.6
360,65.386,1,-29.582
361,65.404,1,-29.564
362,65.421,1,-29.564
363,65.439,1,-29.564
364,65.456,1,-29.545
365,65.474,1,-29.527
366,65.485,1,-29.515
367,65.497,1,-29.503
368,65.509,1,-29.491
369,65.526,1,-29.491
370,65.544,1,-29.491
371,65.561,1,-29.473
372,65.579,1,-29.455
373,65.596,1,-29.455
374,65.614,1,-29.455
375,65.614,1,-29.418
376,65.649,1,-29.418
377,65.661,1,-29.406
378,65.673,1,-29.394
379,65.684,1,-29.382
380,65.702,1,-29.382
381,65.719,1,-29.382
382,65.719,1,-29.345
383,65.754,1,-29.345
384,65.772,1,-29.345
385,65.789,1,-29.345
386,65.789,1,-29.309
387,65.825,1,-29.309
388,65.842,1,-29.309
389,65.86,1,-29.309
390,65.825,1,-29.309
391,65.825,1,-29.345
392,65.789,1,-29.382
393,65.789,1,-29.4
394,65.789,1,-29.418
395,65.754,1,-29.455
396,65.754,1,-29.473
397,65.754,1,-29.491
398,65.719,1,-29.527
399,65.719,1,-29.545
400,65.719,1,-29.564
401,65.684,1,-29.6
402,65.684,1,-29.618
403,65.684,1,-29.636
404,65.649,1,-29.673
405,65.649,1,-29.691
406,65.649,1,-29.709
407,65.614,1,-29.745
408,65.614,1,-29.764
409,65.614,1,-29.782
410,65.579,1,-29.818
411,65.579,1,-29.855
412,65.561,1,-29.873
413,65.544,1,-29.891
414,65.544,1,-29.927
