frame,x,y,z
1,84.035,0.115,-25.364
2,84.193,0.115,-25.355
3,84.351,0.115,-25.345
4,84.491,0.115,-25.316
5,84.632,0.115,-25.287
6,84.772,0.115,-25.258
7,84.912,0.115,-25.229
8,85.053,0.115,-25.2
9,85.193,0.115,-25.164
10,85.333,0.115,-25.127
11,85.474,0.115,-25.091
12,85.614,0.115,-25.055
13,85.754,0.115,-25.018
14,86.012,0.115,-25.097
15,86.269,0.115,-25.176
16,86.526,0.115,-25.255
17,86.784,0.115,-25.333
18,87.041,0.115,-25.412
19,87.298,0.115,-25.491
20,87.523,0.115,-25.535
21,87.747,0.115,-25.578
22,87.972,0.115,-25.622
23,88.196,0.115,-25.665
24,88.421,0.115,-25.709
25,88.627,0.115,-25.735
26,88.832,0.115,-25.761
27,89.038,0.115,-25.787
28,89.243,0.115,-25.813
29,89.449,0.115,-25.839
30,89.654,0.115,-25.865
31,89.86,0.115,-25.891
32,90.051,0.115,-25.913
33,90.243,0.115,-25.936
34,90.435,0.115,-25.958
35,90.626,0.115,-25.98
36,90.818,0.115,-26.003
37,91.009,0.115,-26.025
38,91.201,0.115,-26.048
39,91.393,0.115,-26.07
40,91.584,0.115,-26.092
41,91.776,0.115,-26.115
42,91.968,0.115,-26.137
43,92.159,0.115,-26.159
44,92.351,0.115,-26.182
45,92.546,0.115,-26.218
46,92.741,0.115,-26.255
47,92.936,0.115,-26.291
48,93.131,0.115,-26.327
49,93.326,0.115,-26.364
50,93.52,0.115,-26.4
51,93.715,0.115,-26.436
52,93.91,0.115,-26.473
53,94.105,0.115,-26.509
54,94.296,0.115,-26.554
55,94.487,0.115,-26.598
56,94.678,0.115,-26.642
57,94.869,0.115,-26.687
58,95.06,0.115,-26.731
59,95.251,0.115,-26.776
60,95.442,0.115,-26.82
61,95.634,0.115,-26.865
62,95.825,0.115,-26.909
63,96.012,0.115,-26.97
64,96.199,0.115,-27.03
65,96.386,0.115,-27.091
66,96.573,0.115,-27.152
67,96.76,0.115,-27.212
68,96.947,0.115,-27.273
69,97.135,0.115,-27.333
70,97.322,0.115,-27.394
71,97.509,0.115,-27.455
72,97.688,0.115,-27.52
73,97.867,0.115,-27.585
74,98.046,0.115,-27.651
75,98.225,0.115,-27.716
