frame,x,y,z
1,20.526,0.115,-35.091
2,20.526,0.115,-35.079
3,20.526,0.115,-35.067
4,20.526,0.115,-35.055
5,20.526,0.115,-35.048
6,20.526,0.115,-35.042
7,20.526,0.115,-35.036
8,20.526,0.115,-35.03
9,20.526,0.115,-35.024
10,20.526,0.115,-35.018
11,20.561,0.115,-34.982
12,20.596,0.115,-34.945
13,20.614,0.115,-34.927
14,20.632,0.115,-34.909
15,20.667,0.115,-34.873
16,20.684,0.115,-34.855
17,20.702,0.115,-34.836
18,20.737,0.115,-34.8
19,20.772,0.115,-34.764
20,20.789,0.115,-34.745
21,20.807,0.115,-34.727
22,20.842,0.115,-34.691
23,20.86,0.115,-34.673
24,20.877,0.115,-34.655
25,20.912,0.115,-34.618
26,20.947,0.115,-34.618
27,20.912,0.115,-34.618
28,20.901,0.115,-34.618
29,20.889,0.115,-34.618
30,20.877,0.115,-34.618
31,20.877,0.115,-34.619
32,20.877,0.115,-34.621
33,20.877,0.115,-34.622
34,20.877,0.115,-34.623
35,20.877,0.115,-34.624
36,20.877,0.115,-34.625
37,20.877,0.115,-34.627
38,20.877,0.115,-34.628
39,20.877,0.115,-34.629
40,20.877,0.115,-34.63
41,20.877,0.115,-34.632
42,20.877,0.115,-34.633
43,20.877,0.115,-34.634
44,20.877,0.115,-34.635
45,20.877,0.115,-34.636
46,20.877,0.115,-34.638
47,20.877,0.115,-34.639
48,20.877,0.115,-34.64
49,20.877,0.115,-34.641
50,20.877,0.115,-34.642
51,20.877,0.115,-34.644
52,20.877,0.115,-34.645
53,20.877,0.115,-34.646
54,20.877,0.115,-34.647
55,20.877,0.115,-34.648
56,20.877,0.115,-34.65
57,20.877,0.115,-34.651
58,20.877,0.115,-34.652
59,20.877,0.115,-34.653
60,20.877,0.115,-34.655
61,20.877,0.115,-34.656
62,20.877,0.115,-34.657
63,20.877,0.115,-34.659
64,20.877,0.115,-34.66
65,20.877,0.115,-34.662
66,20.877,0.115,-34.663
67,20.877,0.115,-34.664
68,20.877,0.115,-34.666
69,20.877,0.115,-34.667
70,20.877,0.115,-34.669
71,20.877,0.115,-34.67
72,20.877,0.115,-34.671
73,20.877,0.115,-34.673
74,20.877,0.115,-34.674
75,20.877,0.115,-34.676
76,20.877,0.115,-34.677
77,20.877,0.115,-34.678
78,20.877,0.115,-34.68
79,20.877,0.115,-34.681
80,20.877,0.115,-34.683
81,20.877,0.115,-34.684
82,20.877,0.115,-34.685
83,20.877,0.115,-34.687
84,20.877,0.115,-34.688
85,20.877,0.115,-34.69
86,20.877,0.115,-34.691
87,20.842,0.115,-34.691
88,20.842,0.115,-34.703
89,20.842,0.115,-34.715
90,20.842,0.115,-34.727
91,20.825,0.115,-34.727
92,20.807,0.115,-34.727
93,20.807,0.115,-34.745
94,20.807,0.115,-34.764
95,20.795,0.115,-34.764
96,20.784,0.115,-34.764
97,20.772,0.115,-34.764
98,20.772,0.115,-34.8
99,20.772,0.115,-34.809
100,20.772,0.115,-34.818
101,20.772,0.115,-34.827
102,20.772,0.115,-34.836
103,20.737,0.115,-34.836
104,20.737,0.115,-34.848
105,20.737,0.115,-34.861
106,20.737,0.115,-34.873
107,20.719,0.115,-34.873
108,20.702,0.115,-34.873
109,20.702,0.115,-34.891
110,20.702,0.115,-34.909
111,20.69,0.115,-34.909
112,20.678,0.115,-34.909
113,20.667,0.115,-34.909
114,20.667,0.115,-34.945
115,20.667,0.115,-34.955
116,20.667,0.115,-34.964
117,20.667,0.115,-34.973
118,20.667,0.115,-34.982
119,20.667,0.115,-35
120,20.667,0.115,-35.018
121,20.702,0.115,-35.018
122,20.702,0.115,-35.055
123,20.719,0.115,-35.073
124,20.737,0.115,-35.091
125,20.737,0.115,-35.109
126,20.737,0.115,-35.127
127,20.772,0.115,-35.127
128,20.772,0.115,-35.164
129,20.789,0.115,-35.182
130,20.807,0.115,-35.2
131,20.825,0.115,-35.2
132,20.842,0.115,-35.2
133,20.877,0.115,-35.236
134,20.912,0.115,-35.236
135,20.947,0.115,-35.273
136,20.982,0.115,-35.273
137,21.018,0.115,-35.309
138,21.053,0.115,-35.309
139,21.088,0.115,-35.345
140,21.123,0.115,-35.345
141,21.158,0.115,-35.382
142,21.193,0.115,-35.382
143,21.228,0.115,-35.418
144,21.263,0.115,-35.418
145,21.298,0.115,-35.455
146,21.333,0.115,-35.455
147,21.368,0.115,-35.491
148,21.404,0.115,-35.491
149,21.439,0.115,-35.527
150,21.509,0.115,-35.564
151,21.544,0.115,-35.564
152,21.579,0.115,-35.6
153,21.649,0.115,-35.636
154,21.684,0.115,-35.636
155,21.719,0.115,-35.673
156,21.789,0.115,-35.709
157,21.807,0.115,-35.709
158,21.825,0.115,-35.709
159,21.86,0.115,-35.709
160,21.895,0.115,-35.745
161,21.93,0.115,-35.745
162,21.965,0.115,-35.745
163,22,0.115,-35.782
164,22.035,0.115,-35.745
165,22.07,0.115,-35.709
166,22.105,0.115,-35.709
167,22.14,0.115,-35.673
168,22.175,0.115,-35.636
169,22.211,0.115,-35.636
170,22.246,0.115,-35.564
171,22.281,0.115,-35.527
172,22.316,0.115,-35.491
173,22.351,0.115,-35.418
174,22.386,0.115,-35.382
175,22.421,0.115,-35.345
176,22.456,0.115,-35.273
177,22.491,0.115,-35.236
178,22.526,0.115,-35.2
179,22.561,0.115,-35.127
180,22.596,0.115,-35.091
181,22.632,0.115,-35.055
182,22.649,0.115,-35.073
183,22.667,0.115,-35.091
184,22.632,0.115,-35.091
185,22.626,0.115,-35.109
186,22.62,0.115,-35.127
187,22.614,0.115,-35.145
188,22.62,0.115,-35.164
189,22.626,0.115,-35.182
190,22.632,0.115,-35.2
191,22.632,0.115,-35.164
192,22.632,0.115,-35.127
193,22.632,0.115,-35.091
194,22.632,0.115,-35.055
195,22.737,0.115,-34.909
196,22.842,0.115,-34.8
197,22.947,0.115,-34.691
198,23.053,0.115,-34.545
199,23.158,0.115,-34.436
200,23.263,0.115,-34.327
201,23.298,0.115,-34.255
202,23.333,0.115,-34.182
203,23.368,0.115,-34.109
