frame,x,y,z
1,22.526,0,-32.345
2,22.421,0,-32.291
3,22.316,0,-32.255
4,22.175,0,-32.236
5,22.088,0,-32.182
6,21.947,0,-32.164
7,21.842,0,-32.127
8,21.737,0,-32.073
9,21.596,0,-32.055
10,21.491,0,-32
11,21.404,0,-32
12,21.316,0,-31.964
13,21.263,0,-31.927
14,21.211,0,-31.927
15,21.158,0,-31.891
16,21.105,0,-31.891
17,21.053,0,-31.855
18,21,0,-31.855
19,20.912,0,-31.818
20,20.86,0,-31.782
21,20.807,0,-31.782
22,20.754,0,-31.745
23,20.702,0,-31.745
24,20.649,0,-31.709
25,20.596,0,-31.709
26,20.579,0,-31.673
27,20.579,0,-31.636
28,20.614,0,-31.655
29,20.596,0,-31.618
30,20.596,0,-31.582
31,20.632,0,-31.6
32,20.649,0,-31.564
33,20.684,0,-31.527
34,20.719,0,-31.491
35,20.789,0,-31.455
36,20.825,0,-31.418
37,20.842,0,-31.382
38,20.877,0,-31.345
39,20.947,0,-31.309
40,20.982,0,-31.273
41,21.018,0,-31.236
42,21.088,0,-31.236
43,21.158,0,-31.2
44,21.263,0,-31.2
45,21.333,0,-31.2
46,21.439,0,-31.2
47,21.509,0,-31.2
48,21.614,0,-31.2
49,21.719,0,-31.2
50,21.789,0,-31.164
51,21.895,0,-31.164
52,21.965,0,-31.164
53,22.07,0,-31.164
54,22.14,0,-31.164
55,22.246,0,-31.164
56,22.351,0,-31.164
57,22.404,0,-31.164
58,22.509,0,-31.2
59,22.614,0,-31.218
60,22.684,0,-31.255
61,22.789,0,-31.255
62,22.895,0,-31.309
63,22.947,0,-31.309
64,23.053,0,-31.345
65,23.158,0,-31.364
66,23.228,0,-31.4
67,23.333,0,-31.4
68,23.439,0,-31.455
69,23.509,0,-31.473
70,23.579,0,-31.509
71,23.684,0,-31.545
72,23.772,0,-31.582
73,23.842,0,-31.655
74,23.947,0,-31.691
75,24.018,0,-31.727
76,24.105,0,-31.764
77,24.211,0,-31.8
78,24.281,0,-31.873
79,24.404,0,-31.909
80,24.474,0,-31.945
81,24.544,0,-31.982
82,24.649,0,-32.018
83,24.737,0,-32.091
84,24.807,0,-32.127
85,24.912,0,-32.164
86,25,0,-32.2
87,25.105,0,-32.236
88,25.175,0,-32.309
89,25.246,0,-32.345
90,25.368,0,-32.364
91,25.439,0,-32.4
92,25.509,0,-32.473
93,25.614,0,-32.509
94,25.702,0,-32.545
95,25.807,0,-32.582
96,25.877,0,-32.618
97,25.965,0,-32.691
98,26.07,0,-32.727
99,26.14,0,-32.764
100,26.211,0,-32.8
101,26.333,0,-32.836
102,26.404,0,-32.909
103,26.509,0,-32.945
104,26.596,0,-32.982
105,26.667,0,-33.018
106,26.772,0,-33.055
107,26.842,0,-33.127
108,26.93,0,-33.164
109,27.035,0,-33.2
110,27.105,0,-33.236
111,27.228,0,-33.309
112,27.281,0,-33.345
113,27.351,0,-33.382
114,27.421,0,-33.455
115,27.491,0,-33.491
116,27.596,0,-33.527
117,27.667,0,-33.6
118,27.719,0,-33.636
119,27.789,0,-33.673
120,27.895,0,-33.745
121,27.965,0,-33.782
122,28.035,0,-33.818
123,28.105,0,-33.891
124,28.175,0,-33.927
125,28.263,0,-33.964
126,28.333,0,-34.036
127,28.404,0,-34.073
128,28.474,0,-34.109
129,28.579,0,-34.182
130,28.649,0,-34.218
131,28.719,0,-34.255
132,28.772,0,-34.327
133,28.842,0,-34.364
134,28.947,0,-34.4
135,29.018,0,-34.473
136,29.088,0,-34.509
137,29.158,0,-34.545
138,29.263,0,-34.618
139,29.281,0,-34.655
140,29.351,0,-34.691
141,29.421,0,-34.727
142,29.456,0,-34.764
143,29.526,0,-34.836
144,29.596,0,-34.873
145,29.632,0,-34.909
146,29.702,0,-34.945
147,29.772,0,-34.982
148,29.807,0,-35.055
149,29.877,0,-35.091
150,29.947,0,-35.127
151,29.965,0,-35.164
152,30.035,0,-35.2
153,30.105,0,-35.273
154,30.14,0,-35.309
155,30.211,0,-35.345
156,30.281,0,-35.382
157,30.316,0,-35.418
158,30.386,0,-35.491
159,30.456,0,-35.527
160,30.491,0,-35.564
161,30.561,0,-35.6
162,30.632,0,-35.636
163,30.702,0,-35.709
164,30.719,0,-35.709
165,30.789,0,-35.745
166,30.825,0,-35.782
167,30.895,0,-35.782
168,30.965,0,-35.818
169,31,0,-35.855
170,31.07,0,-35.855
171,31.088,0,-35.891
172,31.158,0,-35.927
173,31.228,0,-35.927
174,31.263,0,-35.964
175,31.333,0,-36
176,31.368,0,-36
177,31.439,0,-36.036
178,31.509,0,-36.073
179,31.544,0,-36.036
180,31.614,0,-36
181,31.649,0,-35.964
182,31.737,0,-35.927
183,31.772,0,-35.927
184,31.842,0,-35.909
185,31.877,0,-35.873
186,31.965,0,-35.836
187,32.035,0,-35.8
188,32.07,0,-35.8
189,32.14,0,-35.764
190,32.193,0,-35.745
191,32.263,0,-35.709
192,32.298,0,-35.709
193,32.368,0,-35.673
194,32.456,0,-35.636
195,32.491,0,-35.6
196,32.561,0,-35.582
197,32.596,0,-35.582
198,32.684,0,-35.545
199,32.719,0,-35.509
200,32.789,0,-35.473
201,32.877,0,-35.491
202,32.86,0,-35.4
203,32.895,0,-35.327
204,32.93,0,-35.255
205,32.965,0,-35.182
206,33,0,-35.109
207,33,0,-35.073
208,33.035,0,-35
209,33.053,0,-34.927
210,33.088,0,-34.855
211,33.123,0,-34.782
212,33.123,0,-34.709
213,33.158,0,-34.655
214,33.193,0,-34.582
215,33.228,0,-34.509
216,33.263,0,-34.436
217,33.246,0,-34.364
218,33.281,0,-34.327
219,33.316,0,-34.255
220,33.351,0,-34.182
221,33.386,0,-34.109
222,33.386,0,-34.036
223,33.421,0,-33.964
224,33.439,0,-33.909
225,33.474,0,-33.836
226,33.509,0,-33.764
227,33.509,0,-33.691
228,33.544,0,-33.618
229,33.579,0,-33.545
230,33.614,0,-33.509
231,33.649,0,-33.436
232,33.632,0,-33.364
233,33.667,0,-33.291
234,33.702,0,-33.218
235,33.737,0,-33.164
236,33.772,0,-33.091
237,33.772,0,-33.018
238,33.807,0,-32.945
239,33.825,0,-32.873
240,33.86,0,-32.8
241,33.895,0,-32.764
242,33.895,0,-32.691
243,33.93,0,-32.618
244,33.965,0,-32.545
245,34,0,-32.473
246,34.035,0,-32.436
247,34.035,0,-32.4
248,34.07,0,-32.4
249,34.105,0,-32.364
250,34.14,0,-32.364
251,34.175,0,-32.327
252,34.202,0,-32.309
253,34.228,0,-32.291
254,34.263,0,-32.291
255,34.298,0,-32.255
256,34.333,0,-32.255
257,34.368,0,-32.218
258,34.386,0,-32.2
259,34.404,0,-32.182
260,34.456,0,-32.182
261,34.491,0,-32.182
262,34.526,0,-32.145
263,34.544,0,-32.127
264,34.561,0,-32.109
265,34.596,0,-32.109
266,34.632,0,-32.073
267,34.684,0,-32.073
268,34.719,0,-32.036
269,34.737,0,-32.018
270,34.754,0,-32
271,34.789,0,-32
272,34.825,0,-31.964
273,34.86,0,-31.964
274,34.912,0,-31.964
275,34.912,0,-31.927
276,34.947,0,-31.927
277,34.982,0,-31.891
278,35.018,0,-31.891
279,35.053,0,-31.855
280,35.079,0,-31.836
281,35.105,0,-31.818
282,35.14,0,-31.818
283,35.175,0,-31.782
284,35.211,0,-31.782
285,35.246,0,-31.745
286,35.263,0,-31.727
287,35.281,0,-31.709
288,35.333,0,-31.709
289,35.368,0,-31.709
290,35.404,0,-31.673
291,35.421,0,-31.655
292,35.439,0,-31.636
293,35.474,0,-31.636
294,35.509,0,-31.6
295,35.561,0,-31.6
296,35.596,0,-31.564
297,35.614,0,-31.545
298,35.632,0,-31.527
299,35.667,0,-31.527
300,35.702,0,-31.491
301,35.737,0,-31.491
302,35.789,0,-31.491
303,35.789,0,-31.436
304,35.789,0,-31.418
305,35.789,0,-31.4
306,35.807,0,-31.364
307,35.807,0,-31.345
308,35.807,0,-31.327
309,35.842,0,-31.327
310,35.842,0,-31.291
311,35.895,0,-31.309
312,35.877,0,-31.236
313,35.877,0,-31.164
314,35.877,0,-31.127
315,35.877,0,-31.055
316,35.912,0,-31.036
317,35.895,0,-30.964
318,35.895,0,-30.891
319,35.895,0,-30.855
320,35.895,0,-30.782
321,35.93,0,-30.764
322,35.895,0,-30.655
323,35.895,0,-30.6
324,35.86,0,-30.545
325,35.86,0,-30.491
326,35.86,0,-30.436
327,35.842,0,-30.345
328,35.842,0,-30.291
329,35.842,0,-30.236
330,35.807,0,-30.182
331,35.807,0,-30.127
332,35.825,0,-30.073
333,35.772,0,-29.909
334,35.719,0,-29.8
335,35.719,0,-29.691
336,35.667,0,-29.564
337,35.614,0,-29.455
338,35.614,0,-29.345
339,35.561,0,-29.182
340,35.509,0,-29.073
341,35.509,0,-28.964
342,35.456,0,-28.836
343,35.404,0,-28.727
344,35.404,0,-28.618
345,35.333,0,-28.455
346,35.263,0,-28.345
347,35.193,0,-28.2
348,35.123,0,-28.091
349,35.053,0,-27.945
350,34.982,0,-27.836
351,34.912,0,-27.691
352,34.86,0,-27.564
353,34.789,0,-27.418
354,34.719,0,-27.309
355,34.649,0,-27.164
356,34.579,0,-27.055
357,34.509,0,-26.909
358,34.439,0,-26.8
359,34.386,0,-26.691
360,34.298,0,-26.564
361,34.228,0,-26.436
362,34.193,0,-26.309
363,34.105,0,-26.182
364,34.035,0,-26.055
365,34,0,-25.982
366,33.912,0,-25.855
367,33.842,0,-25.727
368,33.807,0,-25.6
369,33.719,0,-25.473
370,33.649,0,-25.345
371,33.614,0,-25.273
372,33.544,0,-25.2
373,33.474,0,-25.127
374,33.421,0,-25.055
375,33.351,0,-24.982
376,33.333,0,-24.909
377,33.263,0,-24.836
378,33.211,0,-24.764
379,33.14,0,-24.691
380,33.123,0,-24.636
381,33.053,0,-24.564
382,33,0,-24.491
383,32.93,0,-24.418
384,32.912,0,-24.345
385,32.842,0,-24.273
386,32.789,0,-24.2
387,32.719,0,-24.127
388,32.702,0,-24.073
389,32.614,0,-24.073
390,32.579,0,-24.073
391,32.491,0,-24.109
392,32.456,0,-24.109
393,32.368,0,-24.145
394,32.333,0,-24.145
395,32.298,0,-24.182
396,32.211,0,-24.182
397,32.175,0,-24.182
398,32.088,0,-24.218
399,32.053,0,-24.218
400,31.965,0,-24.255
401,31.93,0,-24.255
402,31.895,0,-24.291
403,31.86,0,-24.327
404,31.825,0,-24.4
405,31.789,0,-24.436
406,31.754,0,-24.509
407,31.719,0,-24.582
408,31.684,0,-24.618
409,31.649,0,-24.691
410,31.614,0,-24.764
411,31.579,0,-24.8
412,31.544,0,-24.873
413,31.544,0,-24.945
414,31.509,0,-25.018
415,31.509,0,-25.091
416,31.474,0,-25.164
417,31.474,0,-25.273
418,31.439,0,-25.345
419,31.439,0,-25.418
420,31.439,0,-25.527
421,31.404,0,-25.6
422,31.404,0,-25.673
423,31.368,0,-25.745
424,31.368,0,-25.855
425,31.333,0,-25.927
426,31.333,0,-26
427,31.333,0,-26.109
428,31.333,0,-26.136
429,31.333,0,-26.164
430,31.368,0,-26.182
431,31.368,0,-26.218
432,31.368,0,-26.236
433,31.404,0,-26.291
434,31.404,0,-26.318
435,31.404,0,-26.345
436,31.439,0,-26.364
437,31.439,0,-26.4
438,31.439,0,-26.418
439,31.474,0,-26.473
440,31.439,0,-26.436
441,31.421,0,-26.418
442,31.404,0,-26.4
443,31.386,0,-26.382
444,31.368,0,-26.364
445,31.351,0,-26.345
446,31.333,0,-26.327
447,31.316,0,-26.309
448,31.298,0,-26.291
449,31.281,0,-26.273
450,31.263,0,-26.255
451,31.263,0,-26.218
452,31.263,0,-26.182
453,31.263,0,-26.145
454,31.263,0,-26.073
455,31.263,0,-26.036
456,31.263,0,-25.964
457,31.263,0,-25.927
458,31.263,0,-25.855
459,31.263,0,-25.818
460,31.263,0,-25.745
461,31.263,0,-25.709
462,31.263,0,-25.636
463,31.263,0,-25.6
464,31.263,0,-25.527
465,31.263,0,-25.455
466,31.263,0,-25.418
467,31.298,0,-25.345
468,31.298,0,-25.273
469,31.298,0,-25.236
470,31.333,0,-25.164
471,31.333,0,-25.091
472,31.333,0,-25.055
473,31.333,0,-24.982
474,31.368,0,-24.909
475,31.368,0,-24.873
476,31.368,0,-24.8
477,31.404,0,-24.764
478,31.404,0,-24.691
479,31.404,0,-24.618
480,31.404,0,-24.582
481,31.439,0,-24.509
482,31.439,0,-24.436
483,31.439,0,-24.4
484,31.474,0,-24.327
485,31.474,0,-24.255
486,31.474,0,-24.218
487,31.474,0,-24.145
488,31.509,0,-24.073
489,31.509,0,-24.036
490,31.509,0,-23.964
491,31.544,0,-23.927
492,31.544,0,-23.873
493,31.579,0,-23.855
494,31.614,0,-23.8
495,31.649,0,-23.782
496,31.684,0,-23.727
497,31.719,0,-23.709
498,31.754,0,-23.655
499,31.789,0,-23.636
500,31.825,0,-23.636
501,31.86,0,-23.545
502,31.895,0,-23.455
503,31.93,0,-23.418
504,31.965,0,-23.327
505,32,0,-23.236
506,32.035,0,-23.2
507,32.053,0,-23.145
508,32.088,0,-23.109
509,32.123,0,-23.109
510,32.193,0,-23.073
511,32.228,0,-23.055
512,32.263,0,-23.018
513,32.333,0,-22.982
514,32.368,0,-22.982
515,32.386,0,-22.927
516,32.421,0,-22.927
517,32.491,0,-22.891
518,32.526,0,-22.855
519,32.561,0,-22.836
520,32.632,0,-22.8
521,32.667,0,-22.8
522,32.702,0,-22.764
523,32.772,0,-22.764
524,32.789,0,-22.673
525,32.825,0,-22.618
526,32.895,0,-22.582
527,32.93,0,-22.491
528,32.947,0,-22.436
529,33.018,0,-22.4
530,33.053,0,-22.309
531,33.088,0,-22.255
532,33.158,0,-22.218
533,33.193,0,-22.145
534,33.263,0,-22.109
535,33.333,0,-22.073
536,33.368,0,-22.036
537,33.439,0,-22
538,33.509,0,-21.964
539,33.579,0,-21.927
540,33.632,0,-21.891
541,33.702,0,-21.855
542,33.772,0,-21.818
543,33.842,0,-21.782
544,33.877,0,-21.745
545,33.947,0,-21.709
546,34.018,0,-21.673
547,34.105,0,-21.636
548,34.158,0,-21.564
549,34.228,0,-21.527
550,34.316,0,-21.491
551,34.386,0,-21.418
552,34.439,0,-21.382
553,34.544,0,-21.345
554,34.596,0,-21.273
555,34.667,0,-21.236
556,34.754,0,-21.2
557,34.825,0,-21.127
558,34.877,0,-21.091
559,34.982,0,-21.055
560,35.105,0,-21.018
561,35.228,0,-20.982
562,35.263,0,-20.945
563,35.333,0,-20.909
564,35.404,0,-20.873
565,35.474,0,-20.836
566,35.544,0,-20.8
567,35.614,0,-20.764
568,35.684,0,-20.727
569,35.737,0,-20.691
570,35.807,0,-20.655
571,35.877,0,-20.618
572,35.947,0,-20.582
573,36.018,0,-20.545
