frame,x,y,z
1,71.614,1,-17.164
2,71.474,1,-17.218
3,71.579,1,-17.327
4,71.684,1,-17.418
5,71.754,1,-17.527
6,71.86,1,-17.618
7,71.982,1,-17.727
8,72.053,1,-17.818
9,72.158,1,-17.927
10,72.263,1,-18.018
11,72.333,1,-18.127
12,72.439,1,-18.218
13,72.561,1,-18.327
14,72.614,1,-18.364
15,72.667,1,-18.4
16,72.807,1,-18.509
17,72.947,1,-18.618
18,73.088,1,-18.745
19,73.228,1,-18.855
20,73.368,1,-18.982
21,73.491,1,-19.055
22,73.632,1,-19.164
23,73.754,1,-19.236
24,73.895,1,-19.345
25,74.035,1,-19.455
26,74.158,1,-19.527
27,74.298,1,-19.636
28,74.439,1,-19.745
29,74.561,1,-19.818
30,74.702,1,-19.927
31,74.825,1,-20
32,74.965,1,-20.109
33,75.105,1,-20.218
34,75.228,1,-20.291
35,75.368,1,-20.4
36,75.509,1,-20.509
37,75.649,1,-20.6
38,75.789,1,-20.691
39,75.947,1,-20.818
40,76.088,1,-20.909
41,76.281,1,-21.055
42,76.439,1,-21.109
43,76.614,1,-21.218
44,76.772,1,-21.291
45,76.947,1,-21.382
46,77.105,1,-21.455
47,77.316,1,-21.564
48,77.474,1,-21.618
49,77.649,1,-21.727
50,77.807,1,-21.8
51,77.982,1,-21.891
52,78.14,1,-21.964
53,78.351,1,-22.073
54,78.474,1,-22.145
55,78.614,1,-22.218
56,78.789,1,-22.291
57,78.93,1,-22.364
58,79.105,1,-22.473
59,79.228,1,-22.545
60,79.368,1,-22.618
61,79.544,1,-22.691
62,79.684,1,-22.764
63,79.86,1,-22.873
64,80,1,-22.945
65,80.14,1,-23.018
66,80.298,1,-23.127
67,80.439,1,-23.2
68,80.632,1,-23.327
69,80.772,1,-23.4
70,80.912,1,-23.473
71,81.07,1,-23.582
72,81.211,1,-23.655
73,81.404,1,-23.782
74,81.526,1,-23.873
75,81.702,1,-23.982
76,81.842,1,-24.091
77,82.018,1,-24.2
78,82.158,1,-24.309
79,82.333,1,-24.418
80,82.474,1,-24.527
81,82.649,1,-24.636
82,82.789,1,-24.745
83,82.947,1,-24.836
