frame,x,y,z
1,74.07,0.115,-23.2
2,74.175,0.115,-23.382
3,74.263,0.115,-23.527
4,74.351,0.115,-23.673
5,74.439,0.115,-23.818
6,74.526,0.115,-23.964
7,74.614,0.115,-24.109
8,74.702,0.115,-24.255
9,74.789,0.115,-24.4
10,74.877,0.115,-24.545
11,74.974,0.115,-24.6
12,75.07,0.115,-24.655
13,75.167,0.115,-24.709
14,75.263,0.115,-24.764
15,75.347,0.115,-24.844
16,75.432,0.115,-24.924
17,75.516,0.115,-25.004
18,75.6,0.115,-25.084
19,75.684,0.115,-25.164
20,75.761,0.115,-25.25
21,75.837,0.115,-25.336
22,75.914,0.115,-25.421
23,75.99,0.115,-25.507
24,76.067,0.115,-25.593
25,76.144,0.115,-25.679
26,76.22,0.115,-25.765
27,76.297,0.115,-25.851
28,76.373,0.115,-25.937
29,76.45,0.115,-26.023
30,76.526,0.115,-26.109
31,76.596,0.115,-26.208
32,76.667,0.115,-26.306
33,76.737,0.115,-26.405
34,76.807,0.115,-26.504
35,76.877,0.115,-26.603
36,76.947,0.115,-26.701
37,77.018,0.115,-26.8
38,77.082,0.115,-26.909
39,77.146,0.115,-27.018
40,77.211,0.115,-27.127
41,77.275,0.115,-27.236
42,77.339,0.115,-27.345
43,77.404,0.115,-27.455
44,77.493,0.115,-27.679
45,77.582,0.115,-27.904
46,77.671,0.115,-28.129
47,77.761,0.115,-28.354
48,77.85,0.115,-28.579
49,77.939,0.115,-28.803
50,78.029,0.115,-29.028
51,78.118,0.115,-29.253
52,78.207,0.115,-29.478
53,78.297,0.115,-29.702
54,78.386,0.115,-29.927
55,78.476,0.115,-30.161
56,78.566,0.115,-30.395
57,78.657,0.115,-30.629
58,78.747,0.115,-30.862
59,78.837,0.115,-31.096
60,78.927,0.115,-31.33
61,79.018,0.115,-31.564
62,79.098,0.115,-31.725
63,79.178,0.115,-31.886
64,79.258,0.115,-32.047
65,79.338,0.115,-32.208
66,79.419,0.115,-32.369
67,79.499,0.115,-32.53
68,79.579,0.115,-32.691
69,79.642,0.115,-32.865
70,79.705,0.115,-33.04
71,79.768,0.115,-33.215
72,79.832,0.115,-33.389
73,79.895,0.115,-33.564
74,80.047,0.115,-33.824
75,80.199,0.115,-34.085
76,80.351,0.115,-34.345
77,80.503,0.115,-34.606
78,80.655,0.115,-34.867
79,80.807,0.115,-35.127
80,81.109,0.115,-35.6
