frame,x,y,z,roty
1,56.825,0,-31.218,-58
2,56.825,0,-31.109,-58
3,56.825,0,-31,-58
4,56.825,0,-30.927,-58
5,56.825,0,-30.818,-58
6,56.825,0,-30.782,-58
7,56.825,0,-30.745,-58
8,56.825,0,-30.673,-58
9,56.86,0,-30.6,-58
10,56.895,0,-30.527,-58
11,56.93,0,-30.455,-58
12,56.965,0,-30.382,-58
13,56.965,0,-30.309,-58
14,56.965,0,-30.236,-58
15,56.965,0,-30.164,-58
16,56.965,0,-30.091,-58
17,56.965,0,-30.018,-58
18,56.965,0,-29.945,-58
19,56.965,0,-29.873,-58
20,56.965,0,-29.8,-58
21,56.965,0,-29.727,-58
22,56.965,0,-29.655,-58
23,56.965,0,-29.582,-58
24,56.965,0,-29.509,-58
25,56.965,0,-29.491,-58
26,56.965,0,-29.473,-58
27,57,0,-29.4,-58
28,57,0,-29.364,-58
29,57.035,0,-29.327,-58
30,57.035,0,-29.255,-110
31,57.07,0,-29.218,-110
32,57.07,0,-29.182,-110
33,57.105,0,-29.109,-110
34,57.105,0,-29.073,-110
35,57.105,0,-28.964,-110
36,57.105,0,-28.891,-110
37,57.105,0,-28.782,-110
38,57.14,0,-28.782,-110
39,57.158,0,-28.782,-110
40,57.175,0,-28.782,-110
41,57.193,0,-28.782,-110
42,57.211,0,-28.782,-110
43,57.246,0,-28.782,-110
44,57.263,0,-28.782,-110
45,57.281,0,-28.782,-110
46,57.298,0,-28.782,-110
47,57.316,0,-28.782,-110
48,57.351,0,-28.782,-110
49,57.368,0,-28.782,-110
50,57.386,0,-28.782,-110
51,57.404,0,-28.782,-110
52,57.421,0,-28.782,-110
53,57.456,0,-28.782,-110
54,57.474,0,-28.782,-110
55,57.491,0,-28.782,-110
56,57.509,0,-28.782,-110
57,57.526,0,-28.782,-110
58,57.561,0,-28.818,-110
59,57.55,0,-28.806,-110
60,57.538,0,-28.794,-110
61,57.526,0,-28.782,-110
62,57.526,0,-28.782,-110
63,57.526,0,-28.783,-110
64,57.526,0,-28.784,-110
65,57.526,0,-28.784,-110
66,57.526,0,-28.785,-110
67,57.526,0,-28.786,-110
68,57.526,0,-28.786,-110
69,57.526,0,-28.787,-110
70,57.526,0,-28.788,-110
71,57.526,0,-28.788,-110
72,57.526,0,-28.789,-110
73,57.526,0,-28.79,-110
74,57.526,0,-28.79,-110
75,57.526,0,-28.791,-110
76,57.526,0,-28.792,-110
77,57.526,0,-28.792,-110
78,57.526,0,-28.793,-110
79,57.526,0,-28.794,-110
80,57.526,0,-28.794,-140
81,57.526,0,-28.795,-140
82,57.526,0,-28.795,-140
83,57.526,0,-28.796,-140
84,57.526,0,-28.797,-140
85,57.526,0,-28.797,-140
86,57.526,0,-28.798,-140
87,57.526,0,-28.799,-140
88,57.526,0,-28.799,-140
89,57.526,0,-28.8,-140
90,57.526,0,-28.801,-140
91,57.526,0,-28.801,-140
92,57.526,0,-28.802,-140
93,57.526,0,-28.803,-140
94,57.526,0,-28.803,-140
95,57.526,0,-28.804,-140
96,57.526,0,-28.805,-140
97,57.526,0,-28.805,-140
98,57.526,0,-28.806,-140
99,57.526,0,-28.806,-140
100,57.526,0,-28.807,-140
101,57.526,0,-28.808,-140
102,57.526,0,-28.808,-140
103,57.526,0,-28.809,-140
104,57.526,0,-28.81,-140
105,57.526,0,-28.81,-140
106,57.526,0,-28.811,-140
107,57.526,0,-28.812,-140
108,57.526,0,-28.812,-140
109,57.526,0,-28.813,-140
110,57.526,0,-28.814,-140
111,57.526,0,-28.814,-140
112,57.526,0,-28.815,-140
113,57.526,0,-28.816,-140
114,57.526,0,-28.816,-140
115,57.526,0,-28.817,-140
116,57.526,0,-28.818,-140
117,57.526,0,-28.818,-140
118,57.561,0,-28.855,-140
119,57.579,0,-28.873,-140
120,57.596,0,-28.891,-140
121,57.596,0,-28.927,-140
122,57.632,0,-28.964,-140
123,57.632,0,-29,-140
124,57.667,0,-29.036,-140
125,57.684,0,-29.055,-140
126,57.702,0,-29.073,-140
127,57.702,0,-29.109,-140
128,57.737,0,-29.145,-140
129,57.737,0,-29.182,-140
130,57.772,0,-29.218,-140
131,57.772,0,-29.255,-140
132,57.807,0,-29.255,-140
133,57.807,0,-29.291,-140
134,57.842,0,-29.327,-140
135,57.842,0,-29.364,-140
136,57.877,0,-29.4,-140
137,57.877,0,-29.436,-140
138,57.912,0,-29.436,-140
139,57.912,0,-29.473,-140
140,57.947,0,-29.509,-140
141,57.947,0,-29.545,-140
142,57.982,0,-29.582,-140
143,57.982,0,-29.618,-140
144,58.018,0,-29.618,-140
145,58.018,0,-29.655,-140
146,58.053,0,-29.691,-140
147,58.053,0,-29.727,-140
148,58.088,0,-29.764,-140
149,58.088,0,-29.8,-140
150,58.123,0,-29.836,-140
151,58.053,0,-29.8,-140
152,57.982,0,-29.8,-140
153,57.912,0,-29.8,-140
154,57.877,0,-29.8,-140
155,57.807,0,-29.8,-140
156,57.807,0,-29.836,-140
157,57.807,0,-29.873,-140
158,57.807,0,-29.909,-140
159,57.807,0,-29.945,-140
160,57.807,0,-29.955,-140
161,57.807,0,-29.964,-140
162,57.807,0,-29.973,-140
163,57.807,0,-29.982,-140
164,57.842,0,-30.018,-140
165,57.842,0,-30.055,-140
166,57.877,0,-30.091,-140
167,57.895,0,-30.109,-140
168,57.912,0,-30.127,-140
169,57.912,0,-30.164,-140
170,57.947,0,-30.2,-140
171,57.947,0,-30.236,-140
172,58.018,0,-30.309,-140
173,58.088,0,-30.345,-140
174,58.158,0,-30.418,-140
175,58.228,0,-30.455,-140
176,58.263,0,-30.527,-140
177,58.333,0,-30.564,-140
178,58.404,0,-30.636,-140
179,58.474,0,-30.709,-140
180,58.544,0,-30.745,-170
181,58.614,0,-30.818,-170
182,58.684,0,-30.855,-170
183,58.754,0,-30.927,-170
184,58.825,0,-31,-170
185,58.789,0,-30.964,-170
186,58.789,0,-30.927,-170
187,58.754,0,-30.891,-170
188,58.754,0,-30.855,-170
189,58.719,0,-30.818,-170
190,58.719,0,-30.782,-170
191,58.684,0,-30.745,-170
192,58.667,0,-30.727,-170
193,58.649,0,-30.709,-170
194,58.649,0,-30.673,-170
195,58.684,0,-30.709,-170
196,58.754,0,-30.745,-170
197,58.789,0,-30.782,-170
198,58.86,0,-30.855,-170
199,58.895,0,-30.891,-170
200,58.965,0,-30.927,-170
201,59,0,-30.964,-170
202,59.07,0,-31,-170
203,59.105,0,-31.036,-170
204,59.175,0,-31.073,-170
205,59.246,0,-31.145,-170
206,59.281,0,-31.145,-170
207,59.316,0,-31.182,-170
208,59.351,0,-31.182,-170
209,59.386,0,-31.218,-170
210,59.421,0,-31.218,-90
211,59.456,0,-31.255,-90
212,59.491,0,-31.291,-90
213,59.491,0,-31.218,-90
214,59.456,0,-31.145,-90
215,59.421,0,-31.073,-90
216,59.421,0,-31.036,-90
217,59.386,0,-30.964,-90
218,59.351,0,-30.891,-90
219,59.316,0,-30.855,-90
220,59.316,0,-30.782,-90
221,59.281,0,-30.709,-90
222,59.246,0,-30.636,-90
223,59.246,0,-30.6,-90
224,59.211,0,-30.527,-90
225,59.246,0,-30.491,-90
226,59.316,0,-30.418,-90
227,59.351,0,-30.382,-90
228,59.36,0,-30.373,-90
229,59.368,0,-30.364,-90
230,59.377,0,-30.355,-90
231,59.386,0,-30.345,-90
232,59.386,0,-30.309,-90
233,59.421,0,-30.273,-90
234,59.456,0,-30.236,-90
235,59.491,0,-30.164,-90
236,59.491,0,-30.127,-90
237,59.526,0,-30.091,-90
238,59.561,0,-30.055,-90
239,59.561,0,-30.018,-90
240,59.596,0,-29.982,-90
241,59.632,0,-29.945,-90
242,59.772,0,-30.055,-90
243,59.912,0,-30.164,-90
244,60.053,0,-30.273,-90
245,60.228,0,-30.418,-90
246,60.193,0,-30.309,-90
247,60.193,0,-30.236,-90
248,60.158,0,-30.164,-90
249,60.158,0,-30.091,-90
250,60.158,0,-30.018,-70
251,60.123,0,-29.945,-70
252,60.123,0,-29.873,-70
253,60.088,0,-29.8,-70
254,60.088,0,-29.727,-70
255,60.088,0,-29.655,-70
256,60.053,0,-29.582,-70
257,60.053,0,-29.509,-70
258,60.053,0,-29.473,-70
259,60.053,0,-29.436,-70
260,60.088,0,-29.4,-70
261,60.088,0,-29.327,-70
262,60.123,0,-29.291,-70
263,60.123,0,-29.218,-70
264,60.158,0,-29.182,-70
265,60.158,0,-29.109,-70
266,60.193,0,-29.073,-70
267,60.228,0,-29.036,-70
268,60.263,0,-29,-70
269,60.281,0,-28.982,-70
270,60.298,0,-28.964,-70
271,60.333,0,-28.927,-70
272,60.333,0,-28.855,-70
273,60.333,0,-28.782,-70
274,60.368,0,-28.709,-70
275,60.404,0,-28.636,-70
276,60.439,0,-28.564,-70
277,60.474,0,-28.491,-70
278,60.474,0,-28.418,-70
279,60.474,0,-28.345,-70
280,60.474,0,-28.236,-54
281,60.474,0,-28.127,-54
282,60.474,0,-28.018,-54
283,60.474,0,-27.909,-54
284,60.474,0,-27.8,-54
285,60.474,0,-27.727,-54
286,60.474,0,-27.618,-54
287,60.439,0,-27.545,-54
288,60.404,0,-27.436,-54
289,60.404,0,-27.364,-54
290,60.368,0,-27.255,-54
291,60.333,0,-27.182,-54
292,60.298,0,-27.073,-54
293,60.228,0,-27,-54
294,60.193,0,-26.891,-54
295,60.123,0,-26.782,-54
296,60.053,0,-26.673,-54
297,60.018,0,-26.564,-54
298,59.947,0,-26.455,-54
299,59.877,0,-26.382,-54
300,59.807,0,-26.273,-54
301,59.772,0,-26.164,-54
302,59.702,0,-26.055,-54
303,59.632,0,-25.945,-54
304,59.561,0,-25.836,-54
305,59.526,0,-25.727,-54
306,59.456,0,-25.618,-54
307,59.386,0,-25.545,-54
308,59.316,0,-25.436,-54
309,59.281,0,-25.327,-54
310,59.211,0,-25.218,-54
311,59.14,0,-25.109,-54
312,59.07,0,-25,-54
313,59.035,0,-24.891,-54
314,58.965,0,-24.782,-54
315,58.895,0,-24.709,-54
316,58.825,0,-24.6,-54
317,58.789,0,-24.491,-54
318,58.719,0,-24.382,-54
319,58.649,0,-24.273,-54
320,58.579,0,-24.164,-54
321,58.544,0,-24.055,-54
322,58.474,0,-23.945,-54
323,58.333,0,-23.873,-54
324,58.193,0,-23.764,-54
325,58.053,0,-23.655,-54
326,57.912,0,-23.545,-54
327,57.772,0,-23.436,-54
328,57.667,0,-23.327,-54
329,57.526,0,-23.218,-54
330,57.386,0,-23.109,-54
331,57.246,0,-23.036,-54
332,57.105,0,-22.927,-54
333,56.965,0,-22.818,-54
334,56.825,0,-22.709,-54
335,56.684,0,-22.6,-54
336,56.544,0,-22.491,-54
337,56.439,0,-22.382,-54
338,56.298,0,-22.309,-54
339,56.158,0,-22.2,-54
340,56.018,0,-22.091,-54
341,55.877,0,-21.982,-54
342,55.737,0,-21.873,-54
343,55.596,0,-21.764,-54
344,55.456,0,-21.655,-54
