frame,x,y,z,roty
1,89.538,0,-38.236,-90
2,89.538,0,-38.236,-90
3,89.539,0,-38.236,-90
4,89.54,0,-38.236,-90
5,89.54,0,-38.236,-90
6,89.541,0,-38.236,-90
7,89.542,0,-38.236,-90
8,89.543,0,-38.236,-90
9,89.543,0,-38.236,-90
10,89.544,0,-38.236,-90
11,89.545,0,-38.236,-90
12,89.545,0,-38.236,-90
13,89.546,0,-38.236,-90
14,89.547,0,-38.236,-90
15,89.547,0,-38.236,-90
16,89.548,0,-38.236,-90
17,89.549,0,-38.236,-90
18,89.549,0,-38.236,-90
19,89.55,0,-38.236,-90
20,89.551,0,-38.236,-90
21,89.551,0,-38.236,-90
22,89.552,0,-38.236,-90
23,89.553,0,-38.236,-90
24,89.553,0,-38.236,-90
25,89.554,0,-38.236,-90
26,89.555,0,-38.236,-90
27,89.555,0,-38.236,-90
28,89.556,0,-38.236,-90
29,89.557,0,-38.236,-90
30,89.557,0,-38.236,-90
31,89.558,0,-38.236,-90
32,89.559,0,-38.236,-90
33,89.559,0,-38.236,-90
34,89.56,0,-38.236,-90
35,89.561,0,-38.236,-90
36,89.561,0,-38.236,-90
37,89.562,0,-38.236,-90
38,89.562,0,-38.236,-90
39,89.563,0,-38.236,-90
40,89.563,0,-38.236,-90
41,89.563,0,-38.236,-90
42,89.564,0,-38.236,-90
43,89.564,0,-38.236,-90
44,89.564,0,-38.236,-90
45,89.565,0,-38.236,-90
46,89.565,0,-38.236,-90
47,89.566,0,-38.236,-90
48,89.566,0,-38.236,-90
49,89.566,0,-38.236,-90
50,89.567,0,-38.236,-90
51,89.567,0,-38.236,-90
52,89.567,0,-38.236,-90
53,89.568,0,-38.236,-90
54,89.568,0,-38.236,-90
55,89.569,0,-38.236,-90
56,89.569,0,-38.236,-90
57,89.569,0,-38.236,-90
58,89.57,0,-38.236,-90
59,89.57,0,-38.236,-90
60,89.57,0,-38.236,-90
61,89.571,0,-38.236,-90
62,89.571,0,-38.236,-90
63,89.572,0,-38.236,-90
64,89.572,0,-38.236,-90
65,89.572,0,-38.236,-90
66,89.573,0,-38.236,-90
67,89.573,0,-38.236,-90
68,89.573,0,-38.236,-90
69,89.574,0,-38.236,-90
70,89.574,0,-38.236,-90
71,89.575,0,-38.236,-90
72,89.575,0,-38.236,-90
73,89.575,0,-38.236,-90
74,89.576,0,-38.236,-90
75,89.576,0,-38.236,-90
76,89.576,0,-38.236,-90
77,89.577,0,-38.236,-90
78,89.577,0,-38.236,-90
79,89.578,0,-38.236,-90
80,89.578,0,-38.236,-90
81,89.578,0,-38.236,-90
82,89.579,0,-38.236,-90
83,89.579,0,-38.236,-90
84,89.58,0,-38.236,-90
85,89.58,0,-38.236,-90
86,89.58,0,-38.236,-90
87,89.581,0,-38.236,-90
88,89.581,0,-38.236,-90
89,89.581,0,-38.236,-90
90,89.582,0,-38.236,-90
91,89.582,0,-38.236,-90
92,89.583,0,-38.236,-90
93,89.583,0,-38.236,-90
94,89.583,0,-38.236,-90
95,89.584,0,-38.236,-90
96,89.584,0,-38.236,-90
97,89.584,0,-38.236,-90
98,89.585,0,-38.236,-90
99,89.585,0,-38.236,-90
100,89.586,0,-38.236,-90
101,89.586,0,-38.236,-90
102,89.586,0,-38.236,-90
103,89.587,0,-38.236,-90
104,89.587,0,-38.236,-90
105,89.587,0,-38.236,-90
106,89.588,0,-38.236,-90
107,89.588,0,-38.236,-90
108,89.589,0,-38.236,-90
109,89.589,0,-38.236,-90
110,89.589,0,-38.236,-90
111,89.59,0,-38.236,-90
112,89.59,0,-38.236,-90
113,89.59,0,-38.236,-90
114,89.591,0,-38.236,-90
115,89.591,0,-38.236,-90
116,89.592,0,-38.236,-90
117,89.592,0,-38.236,-90
118,89.592,0,-38.236,-90
119,89.593,0,-38.236,-90
120,89.593,0,-38.236,-90
121,89.593,0,-38.236,-90
122,89.594,0,-38.236,-90
123,89.594,0,-38.236,-90
124,89.595,0,-38.236,-90
125,89.595,0,-38.236,-90
126,89.595,0,-38.236,-90
127,89.596,0,-38.236,-90
128,89.596,0,-38.236,-90
129,89.596,0,-38.236,-90
130,89.597,0,-38.236,-90
131,89.597,0,-38.236,-90
132,89.598,0,-38.236,-90
133,89.598,0,-38.236,-90
134,89.598,0,-38.236,-90
135,89.599,0,-38.236,-90
136,89.599,0,-38.236,-90
137,89.6,0,-38.236,-90
138,89.6,0,-38.236,-90
139,89.6,0,-38.236,-90
140,89.601,0,-38.236,-90
141,89.601,0,-38.236,-90
142,89.601,0,-38.236,-90
143,89.602,0,-38.236,-90
144,89.602,0,-38.236,-90
145,89.603,0,-38.236,-90
146,89.603,0,-38.236,-90
147,89.603,0,-38.236,-90
148,89.604,0,-38.236,-90
149,89.604,0,-38.236,-90
150,89.604,0,-38.236,-90
151,89.605,0,-38.236,-90
152,89.605,0,-38.236,-90
153,89.606,0,-38.236,-90
154,89.606,0,-38.236,-90
155,89.606,0,-38.236,-90
156,89.607,0,-38.236,-90
157,89.607,0,-38.236,-90
158,89.607,0,-38.236,-90
159,89.608,0,-38.236,-90
160,89.608,0,-38.236,-90
161,89.609,0,-38.236,-90
162,89.609,0,-38.236,-90
163,89.609,0,-38.236,-90
164,89.61,0,-38.236,-90
165,89.61,0,-38.236,-90
166,89.61,0,-38.236,-90
167,89.611,0,-38.236,-90
168,89.611,0,-38.236,-90
169,89.612,0,-38.236,-90
170,89.612,0,-38.236,-90
171,89.612,0,-38.236,-90
172,89.613,0,-38.236,-90
173,89.613,0,-38.236,-90
174,89.613,0,-38.236,-90
175,89.614,0,-38.236,-90
176,89.614,0,-38.236,-90
177,89.615,0,-38.236,-90
178,89.615,0,-38.236,-90
179,89.615,0,-38.236,-90
180,89.616,0,-38.236,-90
181,89.616,0,-38.236,-90
182,89.616,0,-38.236,-90
183,89.617,0,-38.236,-90
184,89.617,0,-38.236,-90
185,89.618,0,-38.236,-90
186,89.618,0,-38.236,-90
187,89.618,0,-38.236,-90
188,89.619,0,-38.236,-90
189,89.619,0,-38.236,-90
190,89.62,0,-38.236,-90
191,89.62,0,-38.236,-90
192,89.62,0,-38.236,-90
193,89.621,0,-38.236,-90
194,89.621,0,-38.236,-90
195,89.621,0,-38.236,-90
196,89.622,0,-38.236,-90
197,89.622,0,-38.236,-90
198,89.623,0,-38.236,-90
199,89.623,0,-38.236,-90
200,89.623,0,-38.236,-90
201,89.624,0,-38.236,-90
202,89.624,0,-38.236,-90
203,89.624,0,-38.236,-90
204,89.625,0,-38.236,-90
205,89.625,0,-38.236,-90
206,89.626,0,-38.236,-90
207,89.626,0,-38.236,-90
208,89.626,0,-38.236,-90
209,89.627,0,-38.236,-90
210,89.627,0,-38.236,-90
211,89.627,0,-38.236,-90
212,89.628,0,-38.236,-90
213,89.628,0,-38.236,-90
214,89.629,0,-38.236,-90
215,89.629,0,-38.236,-90
216,89.629,0,-38.236,-90
217,89.63,0,-38.236,-90
218,89.63,0,-38.236,-90
219,89.63,0,-38.236,-90
220,89.631,0,-38.236,-90
221,89.631,0,-38.236,-90
222,89.632,0,-38.236,-90
223,89.632,0,-38.236,-90
224,89.632,0,-38.236,-90
225,89.633,0,-38.236,-90
226,89.633,0,-38.236,-90
227,89.633,0,-38.236,-90
228,89.634,0,-38.236,-90
229,89.634,0,-38.236,-90
230,89.635,0,-38.236,-90
231,89.635,0,-38.236,-90
232,89.635,0,-38.236,-90
233,89.636,0,-38.236,-90
